gene_id,transcript_id,length
HSBP1,NM_001537.4,11760
HSBP1L1,NM_001136180.2,6180
HSCB,NM_001318314.2,15472
HSD11B1,NM_181755.3,48751
HSD11B1-AS1,NR_134510.1,81204
HSD11B1L,NM_198704.3,7496
HSD11B2,XM_047434048.1,7753
HSD17B1,NM_000413.4,2292
HSD17B1-AS1,NR_144402.1,2367
HSD17B10,NM_001037811.2,3119
HSD17B11,NM_016245.5,54674
HSD17B12,XM_047427074.1,299895
HSD17B13,NM_178135.5,19089
HSD17B14,NM_016246.3,23474
HSD17B2,NM_002153.3,63282
HSD17B2-AS1,XR_007065140.1,22431
HSD17B3,NM_000197.2,66871
HSD17B3-AS1,NR_146524.1,3799
HSD17B4,NM_001199292.2,89836
HSD17B6,XM_011538927.2,24467
HSD17B7,NM_016371.4,22122
HSD17B7P2,NR_003086.1,22126
HSD17B8,NM_014234.5,2181
HSD3B1,NM_001328615.1,7856
HSD3B2,NM_001166120.2,8104
HSD3B7,XM_011545962.3,3941
HSD3BP4,NR_033781.1,8697
HSD52,NR_027120.1,14872
HSDL1,NM_031463.5,23037
HSDL2,XM_017015203.3,92298
HSDL2-AS1,NR_171779.1,35847
HSF1,XM_017013377.3,23117
HSF2,NM_001135564.1,33569
HSF2BP,XM_017028269.2,214517
HSF4,NM_001040667.3,6181
HSF5,XM_011524283.2,68242
HSFX1,NM_016153.3,2800
HSFX2,NM_001164415.3,2803
HSFX3,NM_001323079.3,1715
HSFX4,NM_001351114.2,1715
HSFY1,NM_152584.1,42273
HSFY1P1,NR_003607.1,1862
HSFY2,NM_001001877.2,42296
HSH2D,NM_032855.4,24548
HSP90AA1,NM_001017963.3,59008
HSP90AB1,NM_001271970.2,7690
HSP90AB4P,NR_073415.2,3135
HSP90B1,NM_003299.3,17517
HSP90B2P,NR_073383.1,2752
HSPA12A,XM_005269673.6,179556
HSPA12A-AS1,NR_187550.1,2684
HSPA12B,NM_001318322.2,20427
HSPA13,NM_006948.5,12032
HSPA14,NM_016299.4,33436
HSPA1A,NM_005345.6,2400
HSPA1B,NM_005346.6,2521
HSPA1L,NM_005527.4,5665
HSPA2,NM_001387931.1,7333
HSPA2-AS1,NR_110550.1,26218
HSPA4,NM_002154.4,54437
HSPA4L,NM_001317381.2,58938
HSPA5,NM_005347.5,6491
HSPA5-DT,NR_186826.1,15416
HSPA6,NM_002155.5,2355
HSPA7,NR_024151.2,2379
HSPA8,XM_011542798.2,4974
HSPA9,NM_004134.7,21646
HSPB1,NM_001540.5,1620
HSPB2,NM_001541.4,1360
HSPB2-C11orf52,NR_037651.1,14136
HSPB3,NM_006308.3,679
HSPB6,NM_144617.3,2464
HSPB7,NM_001349682.2,5566
HSPB8,NM_014365.3,15816
HSPB9,NM_033194.3,549
HSPBAP1,NM_024610.6,53833
HSPBP1,XM_017026544.3,18161
HSPC102,NR_187778.1,20535
HSPD1,NM_199440.2,13691
HSPE1,NM_002157.3,3071
HSPE1-MOB4,NM_001202485.2,53321
HSPG2,XM_011541318.3,115067
HSPH1,XM_011534887.4,27416
HTATIP2,NM_006410.5,20069
HTATSF1,NM_001163280.2,15118
HTATSF1P2,NR_033884.3,4932
HTD2,NM_001348715.1,13949
HTN1,NM_001368990.1,8411
HTN3,NM_000200.3,8080
HTR1A,NM_000524.4,4572
HTR1B,NM_000863.3,2568
HTR1D,NM_000864.5,25608
HTR1E,NM_000865.3,79152
HTR1F,NM_001322209.2,201134
HTR2A,NM_001378924.1,66537
HTR2A-AS1,NR_103752.1,4160
HTR2B,XM_047444114.1,16813
HTR2C,NM_001256761.3,325976
HTR3A,NM_000869.6,15206
HTR3B,XM_024448767.2,50157
HTR3C,NM_130770.3,7627
HTR3D,NM_001410851.1,7826
HTR3E,NM_198313.3,9932
HTR3E-AS1,NR_133658.1,10061
HTR4,NM_199453.3,186030
HTR5A,NM_024012.4,17069
HTR5A-AS1,NR_038945.1,4491
HTR6,NM_000871.3,16092
HTR7,NM_019860.4,117217
HTR7P1,NR_002774.3,4389
HTRA1,NM_002775.5,53355
HTRA2,NM_145074.2,4152
HTRA3,NM_053044.5,37345
HTRA4,NM_153692.4,14436
HTT,NM_002111.8,169280
HTT-AS,NR_185916.1,28486
HULC,NR_004855.3,1588
HUNK,XM_011529537.3,131045
HUS1,NM_001363683.2,16328
HUS1B,NM_148959.4,1162
HUWE1,XM_017029202.2,154624
HVCN1,XM_011538846.3,56267
HYAL1,NM_153281.2,12489
HYAL2,NM_033158.5,4938
HYAL3,NM_003549.4,6574
HYAL4,XM_047420093.1,113774
HYAL6P,NR_002731.1,5292
HYCC1,XM_011515590.3,118288
HYCC2,XM_017003879.2,97954
HYDIN,NM_001270974.2,428639
HYDIN2,NR_103556.2,335703
HYI,XM_047431340.1,3325
HYI-AS1,NR_174945.1,3073
HYKK,NM_001083612.2,29797
HYLS1,NM_145014.3,17033
HYMAI,NR_002768.3,3344
HYOU1,XM_005271394.4,13018
HYOU1-AS1,NR_186315.1,1306
HYPK,NM_016400.4,3829
IADEN,XR_007061185.1,5409
IAH1,XR_001738723.2,37858
IAPP,NM_001329201.2,25022
IARS1,NM_001378569.1,83491
IARS2,NM_018060.4,53910
IATPR,NR_160030.1,42782
IBA57,NM_001010867.4,16454
IBA57-DT,NR_103540.1,1427
IBSP,NM_004967.4,12882
IBTK,NM_015525.4,77758
ICA1,NM_001350835.2,149372
ICA1-AS1,NR_125740.1,81057
ICA1L,NM_138468.7,98591
ICAM1,NM_000201.3,15496
ICAM2,NM_001099786.2,18039
ICAM3,NM_001320606.2,5849
ICAM4,NM_001039132.3,1566
ICAM4-AS1,NR_186335.1,3219
ICAM5,NM_003259.4,6827
ICE1,NM_015325.3,67544
ICE2,XM_017022569.3,59534
ICMT,NM_012405.4,14772
ICMT-DT,NR_103534.1,3205
ICOS,NM_012092.4,24815
ICOSLG,XM_011529514.4,23963
ID1,NM_002165.4,1222
ID2,NM_002166.5,2406
ID2-AS1,NR_110154.1,10880
ID3,NM_002167.5,1576
ID4,NM_001546.4,4828
IDE,XM_047425169.1,122410
IDH1,NM_005896.4,18843
IDH1-AS1,NR_046452.1,962
IDH2,NM_002168.4,19424
IDH2-DT,NR_149130.1,31441
IDH3A,NM_005530.3,22584
IDH3B,NM_006899.5,5822
IDH3B-DT,NR_186432.1,5180
IDH3G,NM_174869.3,8608
IDI1,NM_001317955.2,17553
IDI2,NM_033261.3,6950
IDI2-AS1,NR_024629.1,21565
IDNK,XM_006717110.4,21118
IDO1,NM_002164.6,14900
IDO2,NM_194294.5,81742
IDS,NM_000202.8,28319
IDUA,XM_047415648.1,21355
IER2,NM_004907.3,4501
IER3,NM_003897.4,1349
IER3-AS1,NR_149095.1,711
IER3IP1,NM_016097.5,23531
IER5,NM_016545.5,4201
IER5L,NM_203434.3,2710
IER5L-AS1,NR_187590.1,24369
IFFO1,XM_047428689.1,17082
IFFO2,NM_001136265.2,52397
IFI16,NM_001376591.1,55176
IFI27,XM_054328975.1,11860
IFI27L1,NM_206949.3,21400
IFI27L2,NM_032036.3,1824
IFI30,NM_006332.5,4305
IFI35,NM_001330230.2,7673
IFI44,NR_135640.1,14290
IFI44L,NM_001375648.1,25698
IFI6,NM_022873.3,6129
IFIH1,NM_022168.4,51611
IFIT1,NM_001548.5,13865
IFIT1B,NM_001010987.2,7150
IFIT2,NM_001547.5,7226
IFIT3,NM_001549.6,12972
IFIT5,NM_012420.3,6430
IFITM1,NM_003641.5,1233
IFITM10,NM_001170820.4,18190
IFITM2,NM_006435.3,1580
IFITM3,NM_021034.3,1185
IFITM4P,NR_001590.1,343
IFITM5,NM_001025295.3,1327
IFNA1,NM_024013.3,878
IFNA10,NM_002171.2,963
IFNA13,NM_006900.4,686
IFNA14,NM_002172.3,1004
IFNA16,NM_002173.3,939
IFNA17,NM_021268.2,980
IFNA2,NM_000605.4,1144
IFNA21,NM_002175.2,1024
IFNA22P,NR_036676.1,876
IFNA4,NM_021068.4,970
IFNA5,NM_002169.3,988
IFNA6,NM_021002.2,570
IFNA7,NM_021057.2,737
IFNA8,NM_002170.4,1069
IFNAR1,NM_001384504.1,35470
IFNAR2,NM_001289126.2,35727
IFNAR2-IL10RB,NM_001414505.1,67284
IFNB1,NM_002176.4,839
IFNE,NM_176891.5,1475
IFNG,NM_000619.3,4973
IFNG-AS1,NR_186230.2,31867
IFNGR1,XM_011535793.3,21902
IFNGR2,NM_001329128.2,34635
IFNK,NM_020124.3,2209
IFNL1,NM_172140.2,2267
IFNL2,NM_172138.2,1793
IFNL3,NM_001346937.2,1796
IFNL4,NR_074079.1,2543
IFNLR1,NM_170743.4,33122
IFNW1,NM_002177.3,1201
IFRD1,NM_001197080.2,54030
IFRD2,NM_006764.5,4698
IFT122,XM_047448552.1,80284
IFT122P3,NR_034179.1,10034
IFT140,NM_014714.4,101646
IFT172,XM_006711986.4,45367
IFT20,NM_001267774.2,7147
IFT22,NM_001287525.2,10899
IFT25,XM_047422520.1,34124
IFT27,NM_001177701.3,17909
IFT43,NR_045664.2,98311
IFT46,XM_011542905.4,32356
IFT52,NM_001303459.3,56363
IFT56,NM_001287513.2,58209
IFT57,NM_018010.4,61613
IFT70A,NM_152275.4,5744
IFT70B,NM_152517.3,3799
IFT74,NM_001099223.3,119025
IFT74-AS1,NR_121605.1,528
IFT80,NM_001190241.2,142240
IFT81,NM_001347947.2,94437
IFT88,XM_047430675.1,124288
IFTAP,NM_001276727.2,64771
IGBP1,NM_001370193.1,32878
IGBP1C,NM_001395966.1,31622
IGBP1P1,NR_002937.2,575
IGDCC3,NM_004884.4,50876
IGDCC4,XM_047432908.1,41464
IGF1,XM_017019262.3,85966
IGF1R,XM_047432444.1,315992
IGF2,NM_001007139.6,20450
IGF2-AS,NR_133657.1,8155
IGF2BP1,XM_011524201.3,59588
IGF2BP2,NM_001291869.3,181913
IGF2BP2-AS1,NR_126326.1,16536
IGF2BP3,XM_011515089.3,160283
IGF2R,NM_000876.4,142423
IGFALS,NR_027389.1,4496
IGFBP-AS1,NR_187138.1,116628
IGFBP1,NM_000596.4,5173
IGFBP2,NM_001313993.2,31609
IGFBP3,NM_001013398.2,9028
IGFBP4,NM_001552.3,14276
IGFBP5,NM_000599.4,23445
IGFBP6,NM_002178.3,4674
IGFBP7,NM_001553.3,79613
IGFBP7-AS1,NR_034081.1,95538
IGFBPL1,NM_001007563.3,17927
IGFL1,NM_198541.2,1502
IGFL2,XR_007066608.1,136231
IGFL2-AS1,NR_135234.1,14034
IGFL3,NM_207393.2,4622
IGFL4,XM_047438851.1,38448
IGFLR1,NM_001346006.2,3652
IGFN1,XM_017002787.2,38129
IGHMBP2,NM_002180.3,36711
IGHV1OR15-1,NR_135694.1,642
IGHV1OR15-3,NR_135666.1,742
IGIP,NM_001007189.2,3456
IGLL1,NM_001369906.1,7166
IGLL3P,NR_029395.1,1971
IGLL5,NM_001256296.2,8296
IGLON5,NM_001101372.3,19248
IGSF1,XM_011531330.2,15959
IGSF10,XM_011512709.3,183723
IGSF11,NM_152538.4,245464
IGSF11-AS1,NR_046230.1,5166
IGSF21,XM_011542319.4,270686
IGSF21-AS1,XR_001737917.3,15984
IGSF22,NM_173588.4,21877
IGSF22-AS1,NR_186353.1,35407
IGSF23,NM_001205280.2,23219
IGSF3,NM_001542.4,93358
IGSF5,XM_047440699.1,90311
IGSF6,NM_005849.4,13059
IGSF8,XM_017002836.2,8130
IGSF9,NM_001135050.2,18573
IGSF9B,NM_001277285.4,60531
IHH,NM_002181.4,6498
IHO1,XM_011533672.3,66798
IK,NM_006083.4,14652
IKBIP,NM_201612.4,31385
IKBKB,NM_001242778.2,61159
IKBKB-DT,NR_185845.2,37577
IKBKE,NM_001193321.2,26414
IKBKE-AS1,NR_172918.1,6613
IKBKG,NM_001377313.1,23809
IKZF1,XM_011515078.3,101647
IKZF2,XM_011510809.4,152759
IKZF3,NM_001284514.2,106595
IKZF4,XM_011538669.3,30932
IKZF5,XM_047425645.1,17990
IL10,NM_000572.3,4893
IL10RA,XM_047426882.1,16644
IL10RB,NM_001405849.1,43816
IL10RB-DT,NR_038974.1,629
IL11,NM_000641.4,6082
IL11RA,NM_001142784.3,9718
IL12A,NM_001354583.2,7185
IL12A-AS1,NR_108088.1,293693
IL12B,NM_002187.3,15708
IL12RB1,XM_047438769.1,39822
IL12RB2,XM_047419667.1,91361
IL13,NM_001354991.2,4589
IL13RA1,XM_047442096.1,77623
IL13RA2,NM_000640.3,13635
IL15,NM_000585.5,97405
IL15RA,XM_047425185.1,29842
IL16,XM_047432450.1,131347
IL17A,NM_002190.3,4264
IL17B,XM_017009347.2,29936
IL17C,NM_013278.4,1897
IL17D,NM_001385225.1,21586
IL17F,XM_011514276.1,9009
IL17RA,NM_001289905.2,30694
IL17RB,NM_018725.4,19227
IL17RC,XM_047449078.1,16524
IL17RD,NM_001318864.2,80336
IL17RE,XM_011533361.4,14310
IL17REL,NM_001001694.3,20955
IL18,NM_001386420.1,20835
IL18BP,XM_047426207.1,9292
IL18R1,XM_047446167.1,42981
IL18RAP,XM_024453201.2,33945
IL19,NM_001393490.1,72209
IL1A,NM_000575.5,10569
IL1B,NM_000576.3,7029
IL1F10,NM_173161.3,7874
IL1R1,NM_001288706.2,109485
IL1R1-AS1,NR_174960.1,9488
IL1R2,XM_006712734.4,36585
IL1RAP,NM_001364879.1,145666
IL1RAPL1,NM_014271.4,1369273
IL1RAPL2,NM_017416.2,1201631
IL1RL1,NM_016232.5,40475
IL1RL2,XM_017005174.3,56064
IL1RN,XM_047444186.1,34655
IL2,NM_000586.4,5256
IL20,NM_001385166.1,5659
IL20RA,XM_017010954.3,44995
IL20RB,NM_144717.4,53103
IL20RB-AS1,NR_183729.1,36206
IL21,NM_021803.4,10959
IL21-AS1,NR_104126.1,70174
IL21R,NM_181078.3,49869
IL21R-AS1,NR_037158.1,5725
IL22,NM_020525.5,5363
IL22RA1,NM_021258.4,23370
IL22RA2,NM_052962.3,29825
IL23A,NM_016584.3,1527
IL23R,XM_011540790.4,121343
IL24,XM_011509101.3,6697
IL25,NM_172314.2,3595
IL26,NM_018402.2,24462
IL27,NM_145659.3,7473
IL27RA,NM_004843.4,21457
IL2RA,NM_000417.3,51679
IL2RB,NM_001346222.1,49281
IL2RG,NM_000206.3,4174
IL3,NM_000588.4,2550
IL31,NM_001014336.2,2193
IL31RA,XM_011543142.3,83062
IL32,NM_001369593.3,4128
IL33,NM_001314047.2,42835
IL34,NM_001172771.2,80784
IL36A,XM_011510965.2,5614
IL36B,NM_014438.5,30779
IL36G,NM_001278568.2,7653
IL36RN,NM_173170.1,6107
IL37,NM_173203.2,7718
IL3RA,XM_017029491.3,45905
IL4,NM_172348.3,8690
IL4I1,NM_001258018.2,39851
IL4R,XM_017023211.2,51023
IL5,XM_011543373.4,15371
IL5RA,NM_000564.5,44051
IL6,NM_001318095.2,4799
IL6-AS1,NR_131935.1,2226
IL6R,NM_001382774.1,64108
IL6R-AS1,NR_147855.1,4244
IL6ST,NM_002184.4,59869
IL6ST-DT,NR_102755.1,8483
IL7,XM_011517523.4,130420
IL7R,NM_001410734.1,22713
IL9,NM_000590.2,3596
IL9R,XM_047442094.1,15325
ILDR1,XM_047448044.1,74333
ILDR2,NM_199351.3,67354
ILF2,NM_001267809.2,9206
ILF3,NM_001394817.1,38055
ILF3-DT,NR_024333.1,2011
ILK,NM_001278442.2,7097
ILKAP,NM_030768.3,33294
ILRUN,NM_024294.4,109480
ILRUN-AS1,NR_134625.1,1318
ILVBL,XM_005259717.5,10800
ILVBL-AS1,NR_186314.1,2015
IMMP1L,XM_011519943.3,77222
IMMP2L,XM_047420927.1,899849
IMMT,NM_001400129.1,51527
IMP3,NM_018285.4,1132
IMP4,NM_001371734.1,5071
IMPA1,NM_001144878.2,29412
IMPA1P1,NR_146081.1,27394
IMPA2,NM_014214.3,49371
IMPACT,NM_018439.4,26862
IMPDH1,XM_024446758.1,17706
IMPDH2,NM_001410759.1,5074
IMPG1,NM_001563.4,151549
IMPG2,NM_016247.4,98030
INA,NM_032727.4,13209
INAFM1,NR_037675.2,1301
INAFM2,XM_011521149.4,3024
INAVA,NM_018265.4,24212
INCA1,NM_001167986.2,9393
INCENP,NM_020238.3,29159
INE1,NR_024616.1,1014
INE2,NR_002725.2,1874
INF2,NM_001426865.1,41403
ING1,NM_198217.3,10717
ING2,NM_001564.4,7372
ING2-DT,NR_033995.2,9779
ING3,NM_019071.3,26440
ING4,XM_011520965.4,12819
ING5,XM_047446012.1,42459
INGX,NR_002226.3,769
INHA,NM_002191.4,3402
INHBA,XM_047420335.1,20293
INHBA-AS1,NR_027118.2,85460
INHBB,NM_002193.4,5668
INHBC,NM_005538.4,17279
INHBE,NM_031479.5,2719
INIP,NM_001329588.2,34192
INKA1,NM_001366281.1,1770
INKA2,NM_198926.2,33734
INKA2-AS1,NR_038952.1,7958
INKILN,NR_185098.1,20716
INMT,NM_001199219.2,5468
INMT-MINDY4,NR_037598.1,140253
INO80,NM_017553.3,137401
INO80-AS1,NR_170322.1,11092
INO80B,NM_031288.4,2858
INO80B-WBP1,NR_037849.1,5869
INO80C,NM_001098817.2,29628
INO80D,NM_017759.5,92454
INO80D-AS1,NR_186084.1,2850
INO80E,NM_001304562.2,9551
INPP1,NM_002194.4,28077
INPP4A,XM_047444204.1,149806
INPP4B,XM_047416356.1,823376
INPP5A,NM_005539.5,245694
INPP5B,NM_001365824.1,86361
INPP5D,XM_047444220.1,147562
INPP5E,NM_019892.6,11227
INPP5F,NM_014937.4,103098
INPP5J,NM_001423473.1,12084
INPP5K,NM_001135642.2,22036
INPPL1,XM_047426890.1,15585
INS,NM_001185098.2,1431
INS-IGF2,NR_003512.4,32093
INSC,XM_017017698.2,154754
INSIG1,NM_198336.4,12358
INSIG1-DT,NR_183447.1,10385
INSIG2,NM_001321330.2,22527
INSL3,NM_001265587.2,5008
INSL4,NM_002195.2,3886
INSL5,NM_005478.6,3537
INSL6,XM_011517702.4,193664
INSM1,NM_002196.3,2846
INSM2,NM_032594.4,2891
INSR,NM_000208.4,182150
INSRR,NM_014215.3,19055
INSYN1,NM_001384351.1,17894
INSYN1-AS1,NR_120353.1,1717
INSYN2A,XM_047425636.1,61162
INSYN2B,XM_017008908.2,119193
INTS1,XM_011515260.2,34113
INTS10,NM_001353520.2,34652
INTS11,NM_001256456.2,13061
INTS12,XM_047415991.1,26063
INTS13,XM_011520750.3,33152
INTS14,NM_001366364.3,32375
INTS15,XM_017012614.3,18706
INTS2,NM_001351695.2,62616
INTS3,NM_001324475.2,46759
INTS4,XM_017018560.3,120307
INTS4P1,NR_146905.1,93193
INTS4P2,NR_027392.2,70835
INTS5,NM_030628.2,6455
INTS6,XR_007063674.1,118632
INTS6-AS1,NR_103812.1,1372
INTS6L,NM_001351606.3,61851
INTS6L-AS1,NR_046740.1,592
INTS7,NM_015434.4,95155
INTS8,XM_047421951.1,58460
INTS9,NM_001172562.2,122309
INTU,NM_015693.4,93781
INVS,NM_014425.5,202933
IP6K1,XM_047449323.1,62249
IP6K2,XM_047448293.1,29219
IP6K3,XM_024446324.2,40484
IPCEF1,NM_001394799.1,202308
IPMK,NM_152230.5,76378
IPO11,NM_016338.5,215820
IPO11-LRRC70,NR_073584.1,49855
IPO13,XM_024451069.2,21073
IPO4,NM_024658.4,8598
IPO5,XM_005254052.4,70622
IPO5P1,NR_103741.1,19199
IPO7,NM_006391.3,63476
IPO8,NM_006390.4,66882
IPO9,NM_018085.5,55135
IPO9-AS1,NR_046696.1,141304
IPP,XM_047419673.1,56330
IPPK,XM_017015041.2,56949
IPW,NR_023915.1,5932
IQANK1,NM_001381874.1,56507
IQCA1,XR_007081589.1,197010
IQCA1-AS1,NR_174961.1,1303
IQCA1L,NM_001304419.2,14624
IQCB1,NM_001023570.4,65300
IQCC,NM_018134.3,3012
IQCD,XM_047428260.1,25649
IQCE,NM_001287501.2,55750
IQCF1,NM_152397.3,8478
IQCF2,NM_203424.2,1810
IQCF3,NM_001207023.2,3974
IQCF4P,NR_038214.1,2033
IQCF5,NM_001145059.2,1881
IQCF5-AS1,NR_109984.1,2172
IQCF6,NM_001368369.1,675
IQCG,XM_024453790.2,71101
IQCH,NM_001322472.2,247019
IQCH-AS1,NR_040052.1,118234
IQCJ,NM_001197100.2,196989
IQCJ-SCHIP1,NM_001197114.2,828041
IQCJ-SCHIP1-AS1,NR_121669.1,3231
IQCK,NM_001305121.3,140197
IQCM,XM_017008901.3,464135
IQCN,XM_005260084.2,17355
IQGAP1,NM_003870.4,113998
IQGAP2,XM_017008960.2,304848
IQGAP3,XM_054332827.1,47205
IQSEC1,NM_001376938.2,386215
IQSEC2,XM_006724582.5,95538
IQSEC3,XM_011520958.3,111689
IQSEC3-AS1,NR_183430.1,17789
IQSEC3-AS2,NR_184284.1,5238
IQUB,NM_178827.5,82403
IRAG1,NM_001100163.3,120661
IRAG1-AS1,NR_034094.2,58697
IRAG2,NM_001394803.1,110761
IRAIN,NR_126453.2,4925
IRAK1,NM_001410701.1,9396
IRAK1BP1,XM_047418194.1,111861
IRAK2,NM_001570.4,78827
IRAK3,NM_001142523.2,65409
IRAK4,NM_001145258.2,30591
IREB2,NM_001354994.2,64023
IRF1,NM_002198.3,9165
IRF2,NM_002199.4,86822
IRF2-DT,NR_186573.1,2503
IRF2BP1,NM_015649.3,2534
IRF2BP2,NM_182972.3,5910
IRF2BPL,NM_024496.4,4166
IRF3,NM_001197122.2,6286
IRF4,XM_047418730.1,19692
IRF5,NM_001347928.2,13007
IRF6,NM_006147.4,20526
IRF7,NM_004031.4,3402
IRF8,XM_047434052.1,23448
IRF9,NM_001385402.1,5301
IRGC,NM_019612.4,3946
IRGM,NM_001346557.2,55882
IRGQ,NM_001007561.3,11768
IRS1,NM_005544.3,68509
IRS2,NM_003749.3,33889
IRS4,XM_006724713.4,16618
IRS4-AS1,NR_110652.1,2364
IRX1,NM_024337.4,5572
IRX2,XM_011513979.3,9825
IRX2-DT,NR_122126.2,6686
IRX3,XM_005256139.4,3484
IRX4,NM_001278633.1,9753
IRX4-AS1,NR_183257.1,1317
IRX5,NM_005853.6,3621
IRX6,XM_005256137.4,6554
ISCA1,NM_030940.4,17993
ISCA2,NM_001272007.2,3342
ISCU,NM_001301141.1,7922
ISG15,NM_005101.4,1044
ISG20,NM_001303235.2,20852
ISG20L2,NM_001370151.1,6876
ISL1,NM_002202.3,11283
ISL1-DT,NR_046243.1,10597
ISL2,NM_145805.3,5703
ISLR,NM_005545.4,3162
ISLR2,XM_024450003.2,36485
ISM1,XM_017027680.2,105450
ISM1-AS1,NR_040043.1,2268
ISM2,NM_199296.3,24423
ISOC1,NM_016048.2,19280
ISOC2,NM_024710.3,8658
IST1,NM_001270976.1,36232
ISX,NM_001303508.2,21230
ISY1,NM_001199469.2,33649
ISY1-RAB43,NM_001204890.2,73492
ISYNA1,XM_011528059.3,3746
ITCH,XM_047440533.1,148501
ITFG1,NM_001305002.2,306856
ITFG1-AS1,NR_110904.1,18680
ITFG2,NR_147202.2,47124
ITFG2-AS1,NR_146317.1,70299
ITGA1,NM_181501.2,171294
ITGA10,NM_003637.5,18843
ITGA11,NM_001004439.2,135632
ITGA2,NM_002203.4,105428
ITGA2-AS1,NR_186583.1,59681
ITGA2B,NM_000419.5,17469
ITGA3,XM_005257308.3,34372
ITGA4,NM_000885.6,81555
ITGA5,NM_002205.5,24006
ITGA6,NM_001316306.2,79124
ITGA6-AS1,NR_157573.1,1761
ITGA7,XM_047428797.1,31833
ITGA8,NM_003638.3,205969
ITGA9,NM_002207.3,374185
ITGA9-AS1,NR_110531.1,108092
ITGAD,XM_011545847.4,33171
ITGAE,NM_002208.5,86561
ITGAL,NM_001114380.2,50444
ITGAL-AS1,NR_186415.1,1125
ITGAM,NM_000632.4,72903
ITGAV,NM_001145000.3,90846
ITGAX,NM_001286375.2,27824
ITGB1,NM_002211.4,57913
ITGB1-DT,NR_184020.1,99552
ITGB1BP1,NM_001369749.2,20054
ITGB1BP2,NM_001303277.3,3622
ITGB2,NM_001127491.3,42863
ITGB2-AS1,NR_038316.1,8646
ITGB3,NM_000212.3,59917
ITGB3BP,NM_001206739.2,82456
ITGB4,NM_001321123.2,36360
ITGB5,NM_001354764.2,139471
ITGB6,NM_000888.5,100602
ITGB7,NM_001414159.1,15929
ITGB8,XM_047420345.1,85989
ITGB8-AS1,NR_110119.1,3462
ITGBL1,NM_001271754.2,268182
ITIH1,NM_002215.4,14464
ITIH2,NM_002216.3,46205
ITIH3,NM_001392023.1,14002
ITIH4,NM_002218.5,17711
ITIH4-AS1,NR_046615.1,1380
ITIH5,XM_011519713.4,107697
ITIH6,NM_198510.3,49338
ITK,NM_005546.4,74346
ITLN1,NM_017625.3,8641
ITLN2,NM_080878.3,9785
ITM2A,NM_004867.5,6951
ITM2B,NM_021999.5,37152
ITM2C,NM_001287240.2,15064
ITPA,NM_001424409.1,19796
ITPK1,NM_014216.6,179012
ITPK1-AS1,NR_002808.2,4701
ITPKA,NM_002220.3,9678
ITPKB,NM_002221.4,107593
ITPKB-IT1,NR_103784.1,18989
ITPKC,NM_001411098.1,23749
ITPR1,NM_002222.7,354159
ITPR1-DT,NR_108075.1,2847
ITPR2,XM_047428801.1,497843
ITPR2-AS1,NR_187469.1,60672
ITPR3,XM_047418731.1,75241
ITPR3-AS1,NR_134628.1,2502
ITPRID1,NM_001257967.3,142415
ITPRID2,NM_001287504.2,39009
ITPRIP,NM_001272013.2,28766
ITPRIP-AS1,NR_120622.1,3382
ITPRIPL1,NM_178495.6,4293
ITPRIPL2,NM_001034841.4,7666
ITSN1,XM_017028436.3,257361
ITSN2,XM_047444586.1,158505
IUR1,XR_950294.3,27124
IVD,XM_006720495.4,30153
IVL,NM_005547.4,3341
IVNS1ABP,XM_047434070.1,20856
IWS1,XM_005263707.4,46525
IYD,NM_001318495.2,36958
IZUMO1,NM_182575.3,6058
IZUMO1R,NM_001199206.4,3567
IZUMO2,NM_001321449.1,10734
IZUMO3,NM_001365008.2,2946
IZUMO4,NM_001363588.2,2676
JADE1,NM_001287437.2,65525
JADE2,XM_047417024.1,59276
JADE3,NM_001077445.3,148942
JAG1,NM_000214.3,36316
JAG2,NM_002226.5,27782
JAGN1,NM_032492.4,3740
JAK1,NM_001321853.2,234518
JAK2,NR_169764.1,145559
JAK3,XM_047438786.1,23201
JAKMIP1,NM_001099433.2,174351
JAKMIP1-DT,NR_037863.1,33204
JAKMIP2,NM_001270941.2,197291
JAKMIP2-AS1,NR_038902.1,102016
JAKMIP3,NM_001392055.1,148495
JAKMIP3-AS1,NR_184044.1,10127
JAM2,NM_001270407.2,78305
JAM3,NM_001205329.2,82930
JAML,NM_001098526.2,31287
JARID2,NM_004973.4,275974
JARID2-AS1,NR_120502.1,882
JARID2-DT,NR_187237.1,1452
JAZF1,NM_175061.4,350219
JAZF1-AS1,NR_034097.1,60921
JCAD,NM_001350022.2,102692
JCHAIN,NM_144646.4,10968
JDP2,XM_017020973.2,47165
JDP2-AS1,NR_184172.1,3989
JHY,NM_001363088.2,81104
JKAMP,XM_047431467.1,20894
JMJD1C,XM_047424772.1,354666
JMJD1C-AS1,NR_027182.1,1335
JMJD1C-AS2,NR_134312.1,628
JMJD4,NM_023007.3,4112
JMJD6,NM_001081461.2,13771
JMJD7,NM_001114632.2,9490
JMJD7-PLA2G4B,NM_001198588.2,20052
JMJD8,NM_001005920.4,2665
JMY,NM_152405.5,91081
JOSD1,XM_005261878.4,15861
JOSD2,NM_138334.4,5194
JPH1,XM_047421996.1,86841
JPH2,NM_020433.5,80599
JPH3,NR_073379.3,96322
JPH4,NM_032452.3,10753
JPT1,NM_001002033.3,19265
JPT2,NM_144570.3,23808
JPX,NR_024582.1,126061
