gene_id,transcript_id,length
GOPC,NM_001017408.3,42243
GORAB,NR_027397.2,21669
GORAB-AS1,NR_125958.1,71293
GORASP1,NR_103866.2,11029
GORASP2,NM_001201428.2,38654
GOSR1,XM_005258070.6,50185
GOSR2,XM_017025383.3,52731
GOSR2-DT,NR_186460.1,6115
GOT1,NM_002079.3,33755
GOT1-DT,NR_183992.1,30898
GOT1L1,XM_006716285.4,5844
GOT2,NM_001286220.2,27186
GP1BA,NM_000173.7,2747
GP1BB,NM_000407.5,1233
GP2,NM_001007242.3,17940
GP5,NM_004488.2,4446
GP6,NM_001256017.2,24560
GP6-AS1,XR_001754012.3,38091
GP6-AS1_1,XR_002959234.2,37660
GP6-AS1_2,XR_001756643.3,37899
GP6-AS1_3,XR_001756705.3,37899
GP6-AS1_4,XR_001756729.3,37660
GP6-AS1_5,XR_001756745.3,37660
GP6-AS1_6,XR_001756765.3,37660
GP6-AS1_7,XR_001756790.3,37899
GP6-AS1_8,XR_007069649.1,37913
GP6-AS1_9,XR_001756813.3,37660
GP6_1,NM_001256017.2_1,24560
GP6_2,NM_001256017.2_2,24560
GP6_3,NM_001256017.2_3,24560
GP6_4,NM_001256017.2_4,24560
GP6_5,NM_001256017.2_5,24560
GP6_6,NM_001256017.2_6,24560
GP6_7,NM_001256017.2_7,24560
GP6_8,NM_001256017.2_8,24560
GP6_9,NM_001256017.2_9,24560
GP9,XM_005247374.4,6769
GPA33,NM_005814.3,37542
GPAA1,NM_003801.4,3583
GPALPP1,NM_001316952.2,48132
GPAM,XM_047425564.1,77813
GPANK1,XM_024446549.2,5056
GPANK1_1,XM_054329902.1,5057
GPANK1_2,XM_054330396.1,5057
GPANK1_3,XM_054330677.1,5056
GPANK1_4,XM_054330886.1,5056
GPANK1_5,XM_054331168.1,5062
GPANK1_6,XM_054331407.1,5063
GPAT2,NM_001389639.1,14320
GPAT2_1,NM_001321528.2_1,2372
GPAT3,XM_017008780.2,70289
GPAT4,XM_047421370.1,46802
GPAT4-AS1,NR_125824.1,44064
GPATCH1,NR_135270.2,49362
GPATCH11,NR_163986.1,14727
GPATCH2,XM_017001592.3,204099
GPATCH2L,XR_007064029.1,83634
GPATCH3,NM_022078.3,9980
GPATCH4,NM_015590.4,7179
GPATCH4_1,NM_001396861.1,7181
GPATCH8,NM_001304939.2,108126
GPBAR1,XM_011510743.1,4366
GPBP1,NM_001331037.2,90615
GPBP1L1,XM_047427077.1,60807
GPC1,NM_002081.3,32414
GPC1-AS1,NR_161169.1,7322
GPC2,NM_152742.3,7776
GPC3,NM_001164619.2,449850
GPC3-AS1,NR_148713.1,479
GPC4,NM_001448.3,115387
GPC5,NM_004466.6,1468617
GPC5-AS1,NR_046520.1,20226
GPC5-AS2,NR_120382.1,12414
GPC5-IT1,NR_046779.1,25718
GPC6,XM_047429990.1,1191492
GPC6-AS1,NR_046535.1,33799
GPC6-AS2,NR_046536.1,40050
GPCPD1,NM_019593.5,66568
GPD1,NM_005276.4,7306
GPD1L,NM_015141.4,62090
GPD2,XM_047443963.1,186123
GPER1,NM_001039966.2,6693
GPHA2,XM_011544776.3,3238
GPHB5,NM_145171.4,6101
GPHN,XM_047430879.1,1227209
GPI,XM_011526754.4,42696
GPIHBP1,NM_178172.6,3953
GPI_1,XM_054333257.1,58638
GPI_2,NM_001289789.1_2,16802
GPKOW,NM_015698.6,10329
GPKOW_1,XM_054333400.1,11141
GPLD1,XR_007059240.1,71319
GPM6A,NR_048571.2,369457
GPM6A-DT,NR_125901.1,21883
GPM6B,NM_001318729.2,167700
GPN1,NM_001145047.2,23265
GPN2,NM_018066.4,14152
GPN3,NM_001164372.2,16236
GPNMB,XM_005249578.4,28334
GPR101,NM_054021.2,10067
GPR107,NM_001136557.2,86259
GPR108,NM_001394721.1,7667
GPR119,NM_178471.3,6226
GPR12,XM_005266360.3,5587
GPR132,NM_001278696.2,16036
GPR135,XM_017021599.3,12598
GPR137,XM_047427264.1,18970
GPR137B,NM_003272.4,66369
GPR137C,NR_148417.2,84878
GPR139,NM_001002911.4,45652
GPR141,XM_011515374.4,60070
GPR142,NM_001331076.1,5095
GPR143,XM_024452388.2,53257
GPR146,XM_047419864.1,14716
GPR148,NM_207364.2,1267
GPR149,NM_001038705.3,95248
GPR15,NM_005290.4,2704
GPR150,NM_199243.3,2056
GPR151,NM_194251.3,3047
GPR152,NM_206997.1,1429
GPR153,NM_207370.4,13746
GPR155,NM_001267051.2,55459
GPR155-DT,NR_183818.1,5415
GPR156,NM_001168271.2,119745
GPR157,XR_007063977.1,28798
GPR158,XR_930512.4,427229
GPR158-AS1,NR_027333.2,18205
GPR15LG,NM_207373.3,11494
GPR160,XM_024453450.2,47398
GPR161,NM_001349635.1,58126
GPR162,NM_019858.2,5601
GPR17,NM_001161415.2,6487
GPR171,XM_047448056.1,5463
GPR173,XM_047442184.1,31827
GPR174,NM_032553.3,30631
GPR176,XM_017021878.3,121259
GPR176-DT,NR_184051.1,3876
GPR179,NM_001004334.4,19386
GPR179_1,NM_001004334.4_1,19386
GPR18,NM_001098200.2,3641
GPR180,NM_180989.6,32805
GPR182,XM_047428198.1,4386
GPR183,NM_004951.5,12861
GPR19,XM_011520623.4,56102
GPR199P,NR_037869.1,3008
GPR20,NM_005293.3,10817
GPR20_1,NM_005293.3_1,10817
GPR20_2,NM_005293.3_2,10817
GPR21,XM_005251933.5,15437
GPR22,XM_047420214.1,7789
GPR22_1,XM_054332133.1,5629
GPR25,NM_005298.4,1198
GPR26,NM_153442.4,31045
GPR27,NM_018971.3,2642
GPR3,NM_005281.4,3193
GPR31,NM_005299.3,2734
GPR32,NM_001506.2,1269
GPR33,NM_001197184.3,5165
GPR34,NM_001097579.2,8303
GPR35,NM_001394730.1,27730
GPR37,NM_005302.5,21908
GPR37L1,NM_004767.5,10676
GPR39,NM_001508.3,229778
GPR4,NM_005282.3,12449
GPR42,NM_001348195.2,1895
GPR45,NM_007227.3,1725
GPR50,NM_004224.3,4882
GPR50-AS1,NR_135300.1,2639
GPR52,NM_005684.5,1582
GPR55,XM_011512175.4,53874
GPR6,NM_001286099.2,2410
GPR61,XM_047431615.1,7389
GPR62,NM_080865.4,2119
GPR63,NM_030784.4,43353
GPR65,NM_003608.4,9677
GPR68,XM_047431792.1,38259
GPR75,NM_006794.4,7056
GPR75-ASB3,NM_001164165.2,189675
GPR78,NR_045511.3,9632
GPR82,XM_047441991.1,5950
GPR83,NM_001330345.2,24104
GPR84,XM_047429017.1,13789
GPR84-AS1,NR_120486.1,113340
GPR85,NM_018970.7,5440
GPR87,NM_023915.4,22735
GPR88,NM_022049.3,3883
GPR89A,NR_036541.2,62663
GPR89B,NR_183758.1,97515
GPRACR,NR_135124.1,3610
GPRASP1,NM_001184727.2,7601
GPRASP2,NM_001184876.3,5286
GPRASP3,NM_001142524.2,32798
GPRC5A,NM_003979.4,26376
GPRC5B,NM_016235.3,28158
GPRC5C,NM_001366261.2,19571
GPRC5C_1,NM_001366261.2_1,19571
GPRC5D,XM_017019583.3,11596
GPRC5D-AS1,NR_149067.1,94773
GPRC6A,XM_017010475.2,37156
GPRIN1,NM_052899.3,14355
GPRIN2,NM_001385287.1,15861
GPRIN2_1,NM_001385287.1_1,15844
GPRIN3,NM_198281.3,71418
GPS1,NM_001394765.1,6539
GPS2,NM_004489.5,2700
GPS2_1,NM_004489.5_1,2700
GPSM1,NM_001145638.3,32063
GPSM2,XM_047418723.1,57561
GPSM3,NM_022107.3,4758
GPSM3_1,NM_022107.3_1,4758
GPSM3_2,NM_022107.3_2,4758
GPSM3_3,NM_022107.3_3,4758
GPSM3_4,NM_022107.3_4,4758
GPSM3_5,NM_022107.3_5,4758
GPSM3_6,NM_022107.3_6,4758
GPT,NM_001382665.1,4105
GPT2,XM_047434812.1,46928
GPX1,NM_001329455.2,1178
GPX2,NR_046320.2,3588
GPX3,NM_001329790.2,8398
GPX4,NM_001039847.3,2786
GPX5,NM_001509.3,9075
GPX5_1,NM_001509.3_1,9075
GPX6,NM_182701.1,12498
GPX6_1,NM_182701.1_1,5043
GPX7,XM_047418560.1,6681
GPX8,NR_131340.2,7127
GRAMD1A,XM_011527153.2,31743
GRAMD1B,NM_001367421.2,269346
GRAMD1C,XM_011512930.2,118983
GRAMD2A,NM_001012642.3,37982
GRAMD2B,XM_017009781.2,134245
GRAMD4,NM_001366660.1,105669
GRAP,XM_047435154.1,30718
GRAP2,XM_047441607.1,79902
GRAPL,XR_007065298.1,31599
GRAPL-AS1,NR_160285.2,7979
GRASLND,NR_033997.1,6407
GRB10,XM_017012061.3,203386
GRB14,NM_004490.3,129066
GRB2,NM_203506.3,87603
GRB7,NM_005310.5,9348
GREB1,XM_047446466.1,159901
GREB1L,XM_006722547.4,283881
GREB1L-DT,NR_183513.1,2054
GREM1,NM_013372.7,27103
GREM1-AS1,NR_109767.1,765
GREM1-AS1_1,NR_109767.1_1,765
GREM1-AS1_2,NR_109767.1_2,765
GREM1-AS1_3,NR_109767.1_3,765
GREM1_1,NM_013372.7_1,27107
GREM1_2,NM_013372.7_2,27103
GREM1_3,NM_013372.7_3,27107
GREM2,NM_022469.4,122583
GREP1,NM_001396457.1,13750
GRHL1,XM_006711882.4,50585
GRHL2,XM_011517307.4,188762
GRHL2-DT,NR_186782.1,31748
GRHL3,NM_198174.3,45126
GRHL3-AS1,NR_183722.1,16064
GRHPR,XR_007061375.1,16799
GRIA1,XM_047417128.1,324255
GRIA2,NM_001379000.3,145956
GRIA3,NM_000828.5,306638
GRIA4,XM_006718823.3,372475
GRID1,NM_017551.3,767244
GRID1-AS1,NR_038986.1,29485
GRID2,XM_047450133.1,1506491
GRID2IP,NM_001145118.2,54684
GRIFIN,NM_001394787.1,1671
GRIK1,NM_001320621.2,403064
GRIK1-AS1,NR_027021.1,15832
GRIK1-AS2,NR_033368.1,34708
GRIK2,XM_047418681.1,676376
GRIK3,NM_000831.4,238989
GRIK4,NM_014619.5,477159
GRIK5,NM_002088.5,71883
GRIN1,XM_005266073.5,29603
GRIN2A,NM_000833.5,429501
GRIN2B,NM_001413992.1,444798
GRIN2C,XM_047435867.1,19510
GRIN2D,NM_000836.4,51264
GRIN3A,NM_133445.3,169296
GRIN3B,NM_138690.3,9314
GRINA,NM_000837.2,3360
GRIP1,XM_047428622.1,721908
GRIP2,XM_047449036.1,113911
GRIPAP1,NM_020137.5,28542
GRIPAP1_1,NM_020137.5_1,28542
GRK1,XM_047430493.1,89538
GRK1_1,NM_002929.3_1,21294
GRK1_2,NM_002929.3_2,6931
GRK2,NM_001619.5,20084
GRK3,NM_005160.4,164620
GRK3-AS1,NR_183563.1,4529
GRK4,XM_011513447.3,77190
GRK5,NM_005308.3,252175
GRK5-IT1,NR_186529.1,5015
GRK6,XM_047417126.1,17369
GRK6P1,NR_144554.1,3068
GRK7,XM_047447449.1,69368
GRM1,NM_001278065.2,409895
GRM2,NR_146059.2,11546
GRM3,NM_000840.3,220971
GRM3-AS1,XR_007060408.1,31953
GRM4,NM_001256809.3,136980
GRM5,NM_001384268.1,561341
GRM5-AS1,NR_049724.1,19479
GRM5P1,NR_027044.1,251892
GRM5P1_1,NR_027044.1_1,251863
GRM6,NM_000843.4,16994
GRM7,NM_181874.3,880419
GRM7-AS1,NR_046606.1,15544
GRM7-AS2,NR_131906.1,1381
GRM7-AS3,NR_110123.1,173092
GRM8,NR_163850.1,814344
GRM8-AS1,NR_110194.1,14795
GRN,NM_002087.4,7805
GRP,XM_011525933.3,11583
GRPEL1,NM_025196.4,9170
GRPEL2,NM_152407.4,9085
GRPEL2-AS1,NR_132366.1,9527
GRPR,NM_005314.3,29954
GRSF1,XM_011531897.4,27453
GRTP1,NM_001286733.1,39985
GRTP1-AS1,NR_046541.1,10196
GRWD1,NM_031485.4,11040
GRXCR1,NM_001080476.3,137946
GRXCR2,XM_017009708.2,74004
GS1-204I12.4,NR_188649.1,10660
GS1-24F4.2,NR_045217.1,6901
GS1-24F4.2_1,NR_045217.1_1,6895
GS1-278J22.2,NR_187904.1,10529
GS1-279B7.1,NR_038424.1,11194
GS1-600G8.3,NR_046087.1,9282
GSAP,XM_047420491.1,105880
GSC,NM_173849.3,1891
GSC-DT,NR_144432.1,2966
GSC2,NM_005315.2,3300
GSCAR,XR_007058863.1,5388
GSDMA,NM_178171.5,14765
GSDMB,NR_170970.1,14041
GSDMC,XR_928340.3,81190
GSDMC_1,XM_054332396.1,39579
GSDMD,NM_001166237.1,9676
GSDMD_1,NM_001166237.1_1,9676
GSDME,XM_024446670.2,97185
GSE1,XM_005255859.6,506620
GSEC,NR_033839.1,13872
GSG1,NM_001206842.3,20136
GSG1L,NM_001323901.2,276187
GSG1L2,NM_001310219.2,21472
GSK3A,XR_001753673.2,12413
GSK3B,NM_001354596.2,273127
GSK3B-DT,NR_186628.1,15276
GSKIP,NM_016472.5,23763
GSN,NM_001353054.1,131360
GSN-AS1,NR_103560.1,4763
GSPT1,NM_001130007.2,48527
GSPT2,NM_018094.5,2791
GSR,NM_001195104.3,49781
GSS,NM_001322494.1,27595
GSTA1,NM_001319059.2,12446
GSTA2,NM_000846.5,13389
GSTA3,XM_006715072.5,13053
GSTA4,XM_011514534.4,17332
GSTA5,XM_054328422.1,14554
GSTA7P,NR_033760.1,5697
GSTCD,XM_011532252.4,138942
GSTCD-AS1,NR_125927.1,12028
GSTK1,NM_001143679.2,5675
GSTM1,XM_005270782.6,5929
GSTM2,NM_001142368.2,15941
GSTM2P1,NR_002932.2,1136
GSTM3,NR_024537.2,7102
GSTM4,XR_007059238.1,11629
GSTM5,XM_005270784.5,6518
GSTO1,NM_001191003.2,13283
GSTO2,NM_183239.2,35767
GSTP1,NM_000852.4,2842
GSTT1,NM_001293814.1,8179
GSTT1-AS1,NR_132348.1,252
GSTT2,NR_126445.2,3782
GSTT2B,NM_001363804.1,3793
GSTT2B_1,NM_001363804.1_1,3793
GSTT2_1,NR_126446.1,3888
GSTT4,XM_024452202.2,16339
GSTT4_1,XM_054329455.1,16829
GSTTP2,NR_003082.1,15962
GSTZ1,NM_001312660.2,10562
GSX1,NM_145657.3,2286
GSX2,NM_133267.3,2336
GTDC1,NR_164800.2,395002
GTF2A1,NM_201595.3,45939
GTF2A1-AS1,NR_135252.1,2163
GTF2A1L,NM_006872.5,61749
GTF2A2,NM_004492.3,19454
GTF2B,NM_001514.6,38935
GTF2E1,NM_005513.3,40326
GTF2E2,NM_002095.6,79919
GTF2F1,NM_002096.3,13593
GTF2F2,XM_011535052.4,164384
GTF2H1,XM_024448457.2,44479
GTF2H1_1,XM_054332525.1,44479
GTF2H2,NM_001395395.1,32330
GTF2H2B,NR_033417.1,34993
GTF2H2B_1,NR_033417.1_1,35008
GTF2H2C,NM_001376000.2,35031
GTF2H2C_1,NM_001376000.2_1,35007
GTF2H2C_2,NM_001376000.2_2,35035
GTF2H2C_2_1,XM_054329552.1,69387
GTF2H2_1,XM_054329950.1,50632
GTF2H3,NM_001516.5,28776
GTF2H4,NM_001517.5,5900
GTF2H4_1,NM_001517.5_1,5900
GTF2H4_2,NM_001517.5_2,5900
GTF2H4_3,NM_001517.5_3,5900
GTF2H4_4,NM_001517.5_4,5900
GTF2H4_5,NM_001517.5_5,5900
GTF2H5,NM_207118.3,30995
GTF2I,NM_032999.4,102975
GTF2I-AS1,NR_110044.1,39982
GTF2IP1,NR_002206.3,52323
GTF2IP12,NR_135112.1,5059
GTF2IP13,XR_007060308.1,36002
GTF2IP20,NR_132119.1,41379
GTF2IP23,NR_135738.1,36824
GTF2IP4,NR_003580.2,52373
GTF2IP7,NR_135079.1,16700
GTF2IP8,XR_007066431.1,63889
GTF2IRD1,XM_047421058.1,148700
GTF2IRD1P1,NR_003934.2,34894
GTF2IRD2,NR_170884.1,55455
GTF2IRD2B,NM_001003795.3,57228
GTF3A,NM_002097.3,11205
GTF3C1,XM_047434036.1,89301
GTF3C2,NM_001394514.1,30911
GTF3C2-AS1,NR_038427.1,2262
GTF3C2-AS2,NR_183825.1,11116
GTF3C3,NM_012086.5,36649
GTF3C4,NR_133925.1,24921
GTF3C5,XM_017015315.2,27796
GTF3C6,NM_138408.4,9167
GTPBP1,XM_011530537.3,37172
GTPBP10,NM_033107.4,44738
GTPBP2,XM_024446476.2,10840
GTPBP3,NM_001195422.1,7750
GTPBP4,XM_047424932.1,31499
GTPBP6,NM_012227.4,14038
GTPBP6_1,NM_012227.4_1,14038
GTPBP8,NM_014170.4,10986
GTSCR1,NR_160904.1,20436
GTSE1,XM_047441391.1,33941
GTSE1-DT,NR_024009.1,1518
GTSF1,XM_017018800.3,17646
GTSF1L,XM_005260298.5,839
GUCA1A,NM_001384910.1,6693
GUCA1ANB-GUCA1A,NM_001319061.2,24651
GUCA1B,NM_002098.6,11673
GUCA1C,XM_011513334.3,47404
GUCA2A,NM_033553.3,2056
GUCA2B,NM_007102.3,2411
GUCD1,NR_104286.2,15457
GUCY1A1,NM_001379669.1,70212
GUCY1A2,NM_000855.3,344458
GUCY1B1,NM_001291953.3,48791
GUCY1B2,NR_003923.2,71647
GUCY2C,XM_011520631.3,83968
GUCY2C-AS1,NR_186173.1,70584
GUCY2D,NM_000180.4,17728
GUCY2EP,NR_024042.2,41624
GUCY2F,NM_001522.3,109181
GUCY2GP,NR_028134.1,48418
GUF1,NM_021927.3,22509
GUK1,NM_001242839.1,8872
GULP1,NR_164744.1,304053
GUSB,NR_120531.2,21530
GUSBP1,NR_027026.2,129860
GUSBP10,NR_030766.1,14487
GUSBP11,NR_024448.2,78937
GUSBP14,NR_029426.1,151316
GUSBP14_1,XR_007068716.1,54648
GUSBP15,NR_034021.1,104680
GUSBP15_1,NR_034021.1_1,495195
GUSBP16,NR_146391.1,153001
GUSBP16_1,NR_146391.1_1,167740
GUSBP16_2,NR_146391.1_2,70385
GUSBP17,NR_033968.1,39070
GUSBP17_1,NR_033968.1_1,40259
GUSBP17_2,NR_033968.1_2,40258
GUSBP19,NR_027503.1,8750
GUSBP19_1,NR_027503.1_1,26377
GUSBP19_2,NR_027503.1_2,7820
GUSBP1_1,NR_027026.2_1,229666
GUSBP1_2,NR_027028.3_2,5875
GUSBP2,NR_003504.3,85068
GUSBP3,NR_027386.2,71065
GUSBP3_1,NR_027386.2_1,72167
GUSBP3_2,NR_027386.2_2,6603
GUSBP3_3,NR_027386.2_3,72147
GUSBP4,NR_132999.1,28377
GUSBP5,NR_003675.2,1989
GVINP1,NR_003945.1,8741
GVQW3,NR_130990.3,33312
GXYLT1,NM_001099650.2,63030
GXYLT1P3,NR_121572.1,5160
GXYLT2,NR_138564.2,88870
GYG1,NM_004130.4,40236
GYG2,XM_017029928.2,53889
GYG2P1,NR_033667.1,15475
GYPA,XM_047450151.1,31416
GYPB,XM_011531904.4,24193
GYPC,XM_047444034.1,40510
GYPE,NM_198682.3,34696
GYS1,NR_027763.2,25180
GYS2,XM_024448960.2,72271
GZF1,XM_047440376.1,11936
GZMA,NM_006144.4,7607
GZMB,NR_144343.2,3237
GZMH,NM_001270781.2,3206
GZMK,NM_002104.3,10315
GZMM,NM_005317.4,5870
H1-0,NM_005318.4,2204
H1-1,NM_005325.4,756
H1-10,NM_006026.4,1516
H1-10-AS1,NR_026991.1,8299
H1-2,NM_005319.4,731
H1-3,NM_005320.3,776
H1-4,NM_005321.3,787
H1-5,NM_005322.3,797
H1-6,NM_005323.4,724
H1-7,NM_181788.1,1300
H1-8,NM_153833.3,8293
H1-9P,NR_024192.1,1049
H19,NR_131224.2,6091
H19_1,NR_131224.2_1,6091
H2AB1,NM_001017990.2,587
H2AB2,NM_001017991.3,591
H2AB3,NM_080720.3,591
H2AC1,NM_170745.3,500
H2AC11,NM_021064.5,493
H2AC12,NM_080596.3,457
H2AC13,NM_003509.3,495
H2AC14,NM_021066.3,476
H2AC15,NM_003510.3,496
H2AC16,NM_003511.3,482
H2AC17,NM_003514.2,487
H2AC18,NM_003516.3,533
H2AC19,NM_001040874.1,534
H2AC20,NM_003517.3,494
H2AC21,NM_175065.3,497
H2AC25,NM_033445.3,510
H2AC25_1,NM_033445.3_1,510
H2AC2P,NR_045125.2,5325
H2AC4,NM_003513.3,527
H2AC6,NM_003512.4,519
H2AC7,NM_021065.3,510
H2AC8,NM_021052.4,517
H2AJ,NR_027716.3,3598
H2AL3,NM_001395555.1,633
H2AP,NM_012274.2,536
H2AX,NM_002105.3,1592
H2AZ1,NM_002106.4,2188
H2AZ1-DT,NR_125923.1,87212
H2AZ2,NM_138635.3,21238
H2AZ2-DT,NR_187580.1,1095
H2BC1,NM_170610.3,569
H2BC10,NM_003525.3,482
H2BC11,NM_021058.4,480
H2BC12,NM_080593.2,8566
H2BC12L,NM_017445.3,467
H2BC13,NM_003519.4,451
H2BC14,NM_003521.3,468
H2BC15,NM_003520.4,542
H2BC17,NM_003527.4,467
H2BC18,NM_001161334.2,29682
H2BC20P,NR_036461.1,582
H2BC21,NM_003528.3,2224
H2BC26,NM_175055.3,456
H2BC26_1,NM_175055.3_1,456
H2BC3,NM_021062.3,487
H2BC4,NM_001381989.1,10757
H2BC5,NM_138720.2,13229
H2BC6,NM_003523.3,470
H2BC6-AS1,NR_186648.1,12500
H2BC7,NM_003522.4,473
H2BC8,NM_003518.4,489
H2BC9,NM_003524.3,462
H2BK1,NM_001369125.3,2652
H2BN1,NM_001401340.1,11154
H2BP1,NR_027337.2,10118
H2BP2,NR_160915.1,57749
H2BW1,NM_001002916.5,2562
H2BW2,NM_001164416.4,2499
H2BW3P,NR_130172.1,2435
H2BW4P,NR_003238.2,2434
H3-3A,NM_001379043.1,10189
H3-3A-DT,NR_185887.1,16165
H3-3B,NM_005324.5,3346
H3-4,NM_003493.3,516
H3-4_1,NM_003493.3_1,516
H3-5,NM_001013699.3,1114
H3-7,NM_001355409.3,3592
H3C1,NM_003529.3,508
H3C10,NM_003536.3,486
H3C11,NM_003533.3,502
H3C12,NM_003535.3,512
H3C13,NM_001123375.3,469
H3C14,NM_021059.3,522
H3C15,NM_001005464.3,518
H3C2,NM_003537.4,511
H3C3,NM_003531.3,486
H3C4,NM_003530.4,2510
H3C6,NM_001381999.1,3296
H3C7,NM_021018.3,494
H3C8,NM_003534.3,496
H3P14,XR_007058230.1,609
H3P4,NR_160941.1,58864
H3P6,NR_002315.1,1059
H3Y1,NM_001355258.2,982
H3Y2,NM_001371919.1,1110
H4C1,NM_003538.4,402
H4C11,NM_021968.4,389
H4C12,NM_003541.3,387
H4C13,NM_003546.3,387
H4C14,NM_003548.2,396
H4C15,XM_047424442.1,16672
H4C16,NM_175054.2,412
H4C2,NM_003544.3,388
H4C3,NM_003542.4,405
H4C4,NM_003539.4,403
H4C5,NM_003545.4,412
H4C6,NM_003540.4,401
H4C7,NM_003547.3,386
H4C8,NM_003543.4,409
H4C9,NM_003495.3,397
H6PD,XM_047435002.1,36564
HAAO,XM_011532729.4,25495
HABP2,NM_001177660.3,38772
HABP4,XM_047423008.1,41235
HACD1,XM_005252641.5,28343
HACD2,NM_001329786.2,93500
HACD3,NM_016395.4,47887
HACD4,NM_001010915.5,32132
HACE1,NR_146787.2,131826
HACL1,NR_104315.2,40871
HADH,NM_001184705.4,45283
HADHA,NM_000182.5,53998
HADHB,XM_011532803.2,45527
HAFML,NR_183975.1,51960
HAGH,NM_005326.6,19197
HAGHL,NM_032304.4,2610
HAGLR,NR_033979.2,15770
HAGLROS,NR_110457.1,844
HAL,NM_001258333.2,23683
HAMP,NM_021175.4,2616
HAND1,XM_005268531.2,3256
HAND2,NM_021973.3,4139
HAND2-AS1,NR_136196.1,60885
HAO1,NM_017545.3,57474
HAO2,NM_001005783.3,25346
HAO2-IT1,NR_046780.1,1386
HAP1,NM_001367462.1,16905
HAPLN1,XM_017009053.2,83051
HAPLN2,XM_017002020.2,24222
HAPLN2_1,XM_054332854.1,24222
HAPLN3,NM_178232.4,18251
HAPLN4,NM_023002.3,8049
HAPSTR1,NM_014117.3,29992
HAPSTR2,NM_001271560.3,1234
HAR1A,NR_003244.2,3095
HAR1B,NR_152601.1,6827
HARBI1,XM_024448453.2,15035
HARS1,NM_001289094.2,17466
HARS2,NM_001278732.2,7851
HAS1,XM_047438719.1,10880
HAS2,NM_005328.3,29325
HAS2-AS1,NR_002835.2,5980
HAS3,XM_047434047.1,34177
HASPIN,NM_031965.2,2797
HAT1,NR_027862.2,61226
HAT1_1,NR_027862.2_1,69652
HAUS1,NR_026978.2,23949
HAUS2,NM_001323631.2,21157
HAUS3,NM_024511.7,13773
HAUS4,NM_001166270.2,10863
HAUS5,NM_015302.2,12621
HAUS5-DT,NR_186318.1,4276
HAUS6,NM_001270890.2,49764
HAUS7,NR_073156.2,47798
HAUS8,NM_001011699.1,25773
HAVCR1,XM_024446023.2,39995
HAVCR1P1,NR_003603.1,1255
HAVCR2,NM_032782.5,23213
HAX1,NM_006118.4,3247
HBA1,NM_000558.5,843
HBA2,NM_000517.6,835
HBB,NM_000518.5,1608
HBBP1,NR_001589.1,1639
HBD,NM_000519.4,1646
HBE1,NM_005330.4,1601
HBEGF,NM_001945.3,13761
HBG1,NM_000559.3,1589
HBG2,NM_000184.3,1594
HBM,NM_001003938.4,787
HBP1,XM_024446714.2,33520
HBP1_1,XM_054332131.1,33520
HBQ1,NM_005331.5,721
HBS1L,NM_001145158.2,94445
HBZ,NM_005332.3,1860
HCAR1,NM_032554.4,4769
HCAR2,NM_177551.4,2065
HCAR3,NM_006018.3,2056
HCCAT5,NR_027756.1,1426
HCCS,NM_005333.5,11755
HCCS-DT,NR_186561.1,263596
HCFC1,XM_047442060.1,24262
HCFC1-AS1,NR_046608.3,1327
HCFC1R1,NM_001288665.1,1667
HCFC2,NM_013320.3,41994
HCG11,NR_026790.1,5688
HCG11_1,NR_026790.1_1,5688
HCG14,NR_104117.1,791
HCG14_1,NR_104117.1_1,791
HCG14_2,NR_104117.1_2,789
HCG14_3,NR_104117.1_3,789
HCG14_4,NR_104117.1_4,791
HCG14_5,NR_104117.1_5,789
HCG15,NR_135289.2,3819
HCG15_1,NR_135289.2_1,3858
HCG15_2,NR_135289.2_2,3819
HCG15_3,NR_135289.2_3,3819
HCG15_4,NR_135289.2_4,3819
HCG15_5,NR_135289.2_5,3819
HCG15_6,NR_135289.2_6,3822
HCG17,NR_052012.1,92096
HCG17_1,XR_001756185.2,9818
HCG17_2,NR_052012.1_1,92007
HCG17_3,NR_052012.1_2,92066
HCG17_4,NR_052012.1_3,91676
HCG17_5,NR_052012.1_4,92075
HCG17_6,NR_052012.1_5,91666
HCG18,NR_024053.2,39760
HCG18_1,NR_024053.2_1,39746
HCG18_2,NR_024053.2_2,39743
HCG18_3,NR_024053.2_3,39739
HCG18_4,NR_024053.2_4,39737
HCG18_5,NR_024053.2_5,39742
HCG18_6,NR_024053.2_6,39744
HCG20,NR_138037.1,25426
HCG20_1,NR_138037.1_1,25426
HCG20_2,NR_138037.1_2,25732
HCG20_3,NR_138037.1_3,25426
HCG20_4,NR_138037.1_4,25417
HCG20_5,NR_138037.1_5,3569
HCG21,NR_138040.1,8884
HCG21_1,NR_138040.1_1,8883
HCG21_2,NR_138040.1_2,8883
HCG21_3,NR_138040.1_3,602
HCG21_4,NR_138040.1_4,8883
HCG22,NR_003948.3,6401
HCG22_1,NR_003948.3_1,6402
HCG22_2,NR_003948.3_2,6402
HCG22_3,NR_003948.3_3,6402
HCG22_4,NR_003948.3_4,6396
HCG22_5,NR_003948.3_5,6392
HCG22_6,NR_003948.3_6,6032
HCG22_7,NR_003948.3_7,6391
HCG23,NR_044996.1,3182
HCG23_1,NR_044996.1_1,3182
HCG23_2,NR_044996.1_2,3174
HCG23_3,NR_044996.1_3,3182
HCG23_4,NR_044996.1_4,3183
HCG23_5,NR_044996.1_5,3183
HCG23_6,NR_044996.1_6,3181
