gene_id,transcript_id,length,start,end,chromosome
IGHV4-30-2,unassigned_transcript_2568,438,106349283,106349720,NC_000014.9
IGHV4-30-2_1,unassigned_transcript_4344,438,817052,817489,NT_187600.1
IGHV4-34,unassigned_transcript_2574,433,106373661,106374093,NC_000014.9
IGHV4-34_1,unassigned_transcript_4350,433,865340,865772,NT_187600.1
IGHV4-39,unassigned_transcript_2581,439,106421709,106422147,NC_000014.9
IGHV4-39_1,unassigned_transcript_4357,439,913388,913826,NT_187600.1
IGHV4-4,unassigned_transcript_2526,435,106011922,106012356,NC_000014.9
IGHV4-4_1,unassigned_transcript_4302,435,479691,480125,NT_187600.1
IGHV4-55,unassigned_transcript_2607,436,106606116,106606551,NC_000014.9
IGHV4-55_1,unassigned_transcript_4383,436,1097795,1098230,NT_187600.1
IGHV4-59,unassigned_transcript_2611,432,106627249,106627680,NC_000014.9
IGHV4-59_1,unassigned_transcript_4387,432,1118928,1119359,NT_187600.1
IGHV4-61,unassigned_transcript_2614,438,106639119,106639556,NC_000014.9
IGHV4-61_1,unassigned_transcript_4390,438,1130798,1131235,NT_187600.1
IGHV4-80,unassigned_transcript_2647,404,106872783,106873186,NC_000014.9
IGHV5-10-1,unassigned_transcript_2534,542,106107972,106108513,NC_000014.9
IGHV5-10-1_1,unassigned_transcript_4310,542,575741,576282,NT_187600.1
IGHV5-51,unassigned_transcript_2600,436,106578742,106579177,NC_000014.9
IGHV5-51_1,unassigned_transcript_4376,436,1070421,1070856,NT_187600.1
IGHV5-78,unassigned_transcript_2644,435,106851112,106851546,NC_000014.9
IGHV5-78_1,unassigned_transcript_4420,435,1342286,1342720,NT_187600.1
IGHV6-1,unassigned_transcript_2521,448,105939754,105940201,NC_000014.9
IGHV6-1_1,unassigned_transcript_4297,448,407523,407970,NT_187600.1
IGHV7-27,unassigned_transcript_2561,414,106317823,106318236,NC_000014.9
IGHV7-27_1,unassigned_transcript_4337,414,785592,786005,NT_187600.1
IGHV7-34-1,unassigned_transcript_2575,434,106377300,106377733,NC_000014.9
IGHV7-34-1_1,unassigned_transcript_4351,434,868979,869412,NT_187600.1
IGHV7-4-1,unassigned_transcript_2527,437,106025145,106025581,NC_000014.9
IGHV7-4-1_1,unassigned_transcript_4303,437,492914,493350,NT_187600.1
IGHV7-40,unassigned_transcript_2582,203,106425359,106425561,NC_000014.9
IGHV7-40_1,unassigned_transcript_4358,203,917038,917240,NT_187600.1
IGHV7-56,unassigned_transcript_2608,435,106609762,106610196,NC_000014.9
IGHV7-56_1,unassigned_transcript_4384,435,1101441,1101875,NT_187600.1
IGHV7-81,unassigned_transcript_2648,437,106874581,106875017,NC_000014.9
IGHV8-51-1,unassigned_transcript_2601,307,106583501,106583807,NC_000014.9
IGHV8-51-1_1,unassigned_transcript_4377,307,1075180,1075486,NT_187600.1
IGHVII-1-1,unassigned_transcript_2522,454,105944938,105945391,NC_000014.9
IGHVII-1-1_1,unassigned_transcript_4298,454,412707,413160,NT_187600.1
IGHVII-15-1,unassigned_transcript_2542,271,106163534,106163804,NC_000014.9
IGHVII-15-1_1,unassigned_transcript_4318,271,631303,631573,NT_187600.1
IGHVII-20-1,unassigned_transcript_2549,39,106212786,106212824,NC_000014.9
IGHVII-20-1_1,unassigned_transcript_4325,39,680555,680593,NT_187600.1
IGHVII-22-1,unassigned_transcript_2552,269,106263360,106263628,NC_000014.9
IGHVII-22-1_1,unassigned_transcript_4328,269,731129,731397,NT_187600.1
IGHVII-26-2,unassigned_transcript_2560,313,106314648,106314960,NC_000014.9
IGHVII-26-2_1,unassigned_transcript_4336,313,782417,782729,NT_187600.1
IGHVII-28-1,unassigned_transcript_2563,255,106329432,106329686,NC_000014.9
IGHVII-28-1_1,unassigned_transcript_4339,255,797201,797455,NT_187600.1
IGHVII-30-1,unassigned_transcript_2566,274,106342680,106342953,NC_000014.9
IGHVII-30-1_1,unassigned_transcript_4342,274,810449,810722,NT_187600.1
IGHVII-30-21,unassigned_transcript_2569,257,106354448,106354704,NC_000014.9
IGHVII-30-21_1,unassigned_transcript_4345,257,822217,822473,NT_187600.1
IGHVII-33-1,unassigned_transcript_2572,274,106367391,106367664,NC_000014.9
IGHVII-33-1_1,unassigned_transcript_4348,274,859070,859343,NT_187600.1
IGHVII-40-1,unassigned_transcript_2583,77,106440934,106441010,NC_000014.9
IGHVII-40-1_1,unassigned_transcript_4359,77,932613,932689,NT_187600.1
IGHVII-43-1,unassigned_transcript_2587,210,106472791,106473000,NC_000014.9
IGHVII-43-1_1,unassigned_transcript_4363,210,964470,964679,NT_187600.1
IGHVII-44-2,unassigned_transcript_2590,237,106494145,106494381,NC_000014.9
IGHVII-44-2_1,unassigned_transcript_4366,237,985824,986060,NT_187600.1
IGHVII-46-1,unassigned_transcript_2593,289,106515836,106516124,NC_000014.9
IGHVII-46-1_1,unassigned_transcript_4369,289,1007515,1007803,NT_187600.1
IGHVII-49-1,unassigned_transcript_2598,271,106564328,106564598,NC_000014.9
IGHVII-49-1_1,unassigned_transcript_4374,271,1056007,1056277,NT_187600.1
IGHVII-51-2,unassigned_transcript_2602,263,106584714,106584976,NC_000014.9
IGHVII-51-2_1,unassigned_transcript_4378,263,1076393,1076655,NT_187600.1
IGHVII-53-1,unassigned_transcript_2605,270,106599655,106599924,NC_000014.9
IGHVII-53-1_1,unassigned_transcript_4381,270,1091334,1091603,NT_187600.1
IGHVII-60-1,unassigned_transcript_2613,269,106637705,106637973,NC_000014.9
IGHVII-60-1_1,unassigned_transcript_4389,269,1129384,1129652,NT_187600.1
IGHVII-62-1,unassigned_transcript_2616,273,106650516,106650788,NC_000014.9
IGHVII-62-1_1,unassigned_transcript_4392,273,1142195,1142467,NT_187600.1
IGHVII-65-1,unassigned_transcript_2620,273,106671772,106672044,NC_000014.9
IGHVII-65-1_1,unassigned_transcript_4396,273,1163451,1163723,NT_187600.1
IGHVII-67-1,unassigned_transcript_2623,150,106686393,106686542,NC_000014.9
IGHVII-67-1_1,unassigned_transcript_4399,150,1178072,1178221,NT_187600.1
IGHVII-74-1,unassigned_transcript_2638,169,106821242,106821410,NC_000014.9
IGHVII-74-1_1,unassigned_transcript_4414,169,1312416,1312584,NT_187600.1
IGHVII-78-1,unassigned_transcript_2645,275,106865621,106865895,NC_000014.9
IGHVIII-11-1,unassigned_transcript_2536,187,106120289,106120475,NC_000014.9
IGHVIII-11-1_1,unassigned_transcript_4312,187,588058,588244,NT_187600.1
IGHVIII-13-1,unassigned_transcript_2539,299,106142286,106142584,NC_000014.9
IGHVIII-13-1_1,unassigned_transcript_4315,299,610055,610353,NT_187600.1
IGHVIII-16-1,unassigned_transcript_2544,306,106170746,106171051,NC_000014.9
IGHVIII-16-1_1,unassigned_transcript_4320,306,638515,638820,NT_187600.1
IGHVIII-2-1,unassigned_transcript_2524,302,106001534,106001835,NC_000014.9
IGHVIII-2-1_1,unassigned_transcript_4300,302,469303,469604,NT_187600.1
IGHVIII-22-2,unassigned_transcript_2553,188,106264686,106264873,NC_000014.9
IGHVIII-22-2_1,unassigned_transcript_4329,188,732455,732642,NT_187600.1
IGHVIII-25-1,unassigned_transcript_2557,242,106293566,106293807,NC_000014.9
IGHVIII-25-1_1,unassigned_transcript_4333,242,761335,761576,NT_187600.1
IGHVIII-26-1,unassigned_transcript_2559,307,106309406,106309712,NC_000014.9
IGHVIII-26-1_1,unassigned_transcript_4335,307,777175,777481,NT_187600.1
IGHVIII-38-1,unassigned_transcript_2580,293,106418018,106418310,NC_000014.9
IGHVIII-38-1_1,unassigned_transcript_4356,293,909697,909989,NT_187600.1
IGHVIII-44,unassigned_transcript_2588,177,106478217,106478393,NC_000014.9
IGHVIII-44_1,unassigned_transcript_4364,177,969896,970072,NT_187600.1
IGHVIII-47-1,unassigned_transcript_2595,304,106531133,106531436,NC_000014.9
IGHVIII-47-1_1,unassigned_transcript_4371,304,1022812,1023115,NT_187600.1
IGHVIII-5-1,unassigned_transcript_2529,99,106039666,106039764,NC_000014.9
IGHVIII-5-1_1,unassigned_transcript_4305,99,507435,507533,NT_187600.1
IGHVIII-5-2,unassigned_transcript_2530,261,106045600,106045860,NC_000014.9
IGHVIII-5-2_1,unassigned_transcript_4306,261,513369,513629,NT_187600.1
IGHVIII-67-2,unassigned_transcript_2624,99,106687102,106687200,NC_000014.9
IGHVIII-67-2_1,unassigned_transcript_4400,99,1178781,1178879,NT_187600.1
IGHVIII-67-3,unassigned_transcript_2625,275,106692614,106692888,NC_000014.9
IGHVIII-67-3_1,unassigned_transcript_4401,275,1184293,1184567,NT_187600.1
IGHVIII-67-4,unassigned_transcript_2626,306,106695092,106695397,NC_000014.9
IGHVIII-67-4_1,unassigned_transcript_4402,306,1186771,1187076,NT_187600.1
IGHVIII-76-1,unassigned_transcript_2641,307,106831763,106832069,NC_000014.9
IGHVIII-76-1_1,unassigned_transcript_4417,307,1322937,1323243,NT_187600.1
IGHVIII-82,unassigned_transcript_2649,292,106879553,106879844,NC_000014.9
IGHVIV-44-1,unassigned_transcript_2589,429,106489342,106489770,NC_000014.9
IGHVIV-44-1_1,unassigned_transcript_4365,429,981021,981449,NT_187600.1
IGIP,NM_001007189.2,3456,140125937,140129392,NC_000005.10
IGKC,unassigned_transcript_382,323,88857361,88857683,NC_000002.12
IGKJ1,unassigned_transcript_387,38,88861886,88861923,NC_000002.12
IGKJ2,unassigned_transcript_386,39,88861525,88861563,NC_000002.12
IGKJ3,unassigned_transcript_385,38,88861221,88861258,NC_000002.12
IGKJ4,unassigned_transcript_384,38,88860886,88860923,NC_000002.12
IGKJ5,unassigned_transcript_383,38,88860568,88860605,NC_000002.12
IGKV1-12,unassigned_transcript_399,475,89040224,89040698,NC_000002.12
IGKV1-12_1,unassigned_transcript_3936,475,149050,149524,NW_012132915.1
IGKV1-13,unassigned_transcript_400,477,89045990,89046466,NC_000002.12
IGKV1-13_1,unassigned_transcript_3937,477,154816,155292,NW_012132915.1
IGKV1-16,unassigned_transcript_403,476,89099859,89100334,NC_000002.12
IGKV1-16_1,unassigned_transcript_3940,476,208685,209160,NW_012132915.1
IGKV1-17,unassigned_transcript_404,476,89117342,89117817,NC_000002.12
IGKV1-17_1,unassigned_transcript_3941,476,226168,226643,NW_012132915.1
IGKV1-22,unassigned_transcript_409,468,89170745,89171212,NC_000002.12
IGKV1-22_1,unassigned_transcript_3946,468,279571,280038,NW_012132915.1
IGKV1-27,unassigned_transcript_414,475,89213423,89213897,NC_000002.12
IGKV1-27_1,unassigned_transcript_3951,475,322249,322723,NW_012132915.1
IGKV1-32,unassigned_transcript_419,475,89253541,89254015,NC_000002.12
IGKV1-32_1,unassigned_transcript_3956,475,362367,362841,NW_012132915.1
IGKV1-33,unassigned_transcript_420,475,89268001,89268475,NC_000002.12
IGKV1-33_1,unassigned_transcript_3957,475,376827,377301,NW_012132915.1
IGKV1-35,unassigned_transcript_422,475,89286696,89287170,NC_000002.12
IGKV1-35_1,unassigned_transcript_3959,475,395522,395996,NW_012132915.1
IGKV1-37,unassigned_transcript_424,475,89297264,89297738,NC_000002.12
IGKV1-37_1,unassigned_transcript_3961,475,406090,406564,NW_012132915.1
IGKV1-39,unassigned_transcript_426,475,89319625,89320099,NC_000002.12
IGKV1-39_1,unassigned_transcript_3963,475,428451,428925,NW_012132915.1
IGKV1-5,unassigned_transcript_392,476,88947301,88947776,NC_000002.12
IGKV1-5_1,unassigned_transcript_3929,476,56127,56602,NW_012132915.1
IGKV1-6,unassigned_transcript_393,477,88966262,88966738,NC_000002.12
IGKV1-6_1,unassigned_transcript_3930,477,75088,75564,NW_012132915.1
IGKV1-8,unassigned_transcript_395,470,88992409,88992878,NC_000002.12
IGKV1-8_1,unassigned_transcript_3932,470,101235,101704,NW_012132915.1
IGKV1-9,unassigned_transcript_396,476,89009982,89010457,NC_000002.12
IGKV1-9_1,unassigned_transcript_3933,476,118808,119283,NW_012132915.1
IGKV1D-12,unassigned_transcript_457,476,90159860,90160335,NC_000002.12
IGKV1D-13,unassigned_transcript_456,477,90154098,90154574,NC_000002.12
IGKV1D-16,unassigned_transcript_453,476,90100263,90100738,NC_000002.12
IGKV1D-17,unassigned_transcript_452,476,90082816,90083291,NC_000002.12
IGKV1D-22,unassigned_transcript_446,468,90010741,90011208,NC_000002.12
IGKV1D-27,unassigned_transcript_441,476,89968869,89969344,NC_000002.12
IGKV1D-32,unassigned_transcript_436,475,89928422,89928896,NC_000002.12
IGKV1D-33,unassigned_transcript_435,475,89914071,89914545,NC_000002.12
IGKV1D-35,unassigned_transcript_433,475,89895314,89895788,NC_000002.12
IGKV1D-37,unassigned_transcript_431,475,89884740,89885214,NC_000002.12
IGKV1D-39,unassigned_transcript_429,475,89862505,89862979,NC_000002.12
IGKV1D-42,unassigned_transcript_460,467,90190213,90190679,NC_000002.12
IGKV1D-43,unassigned_transcript_461,476,90210054,90210529,NC_000002.12
IGKV1D-8,unassigned_transcript_462,475,90220908,90221382,NC_000002.12
IGKV2-10,unassigned_transcript_397,694,89019992,89020685,NC_000002.12
IGKV2-10_1,unassigned_transcript_3934,694,128818,129511,NW_012132915.1
IGKV2-14,unassigned_transcript_401,766,89078019,89078784,NC_000002.12
IGKV2-14_1,unassigned_transcript_3938,766,186845,187610,NW_012132915.1
IGKV2-18,unassigned_transcript_405,777,89128706,89129482,NC_000002.12
IGKV2-18_1,unassigned_transcript_3942,777,237532,238308,NW_012132915.1
IGKV2-19,unassigned_transcript_406,267,89134981,89135247,NC_000002.12
IGKV2-19_1,unassigned_transcript_3943,267,243807,244073,NW_012132915.1
IGKV2-23,unassigned_transcript_410,716,89172328,89173043,NC_000002.12
IGKV2-23_1,unassigned_transcript_3947,716,281154,281869,NW_012132915.1
IGKV2-24,unassigned_transcript_411,803,89176328,89177130,NC_000002.12
IGKV2-24_1,unassigned_transcript_3948,803,285154,285956,NW_012132915.1
IGKV2-26,unassigned_transcript_413,754,89196076,89196829,NC_000002.12
IGKV2-26_1,unassigned_transcript_3950,754,304902,305655,NW_012132915.1
IGKV2-28,unassigned_transcript_415,734,89221698,89222431,NC_000002.12
IGKV2-28_1,unassigned_transcript_3952,734,330524,331257,NW_012132915.1
IGKV2-29,unassigned_transcript_416,727,89234185,89234911,NC_000002.12
IGKV2-29_1,unassigned_transcript_3953,727,343011,343737,NW_012132915.1
IGKV2-30,unassigned_transcript_417,786,89244781,89245566,NC_000002.12
IGKV2-30_1,unassigned_transcript_3954,786,353607,354392,NW_012132915.1
IGKV2-36,unassigned_transcript_423,234,89295224,89295457,NC_000002.12
IGKV2-36_1,unassigned_transcript_3960,234,404050,404283,NW_012132915.1
IGKV2-38,unassigned_transcript_425,240,89309903,89310142,NC_000002.12
IGKV2-38_1,unassigned_transcript_3962,240,418729,418968,NW_012132915.1
IGKV2-4,unassigned_transcript_391,728,88931651,88932378,NC_000002.12
IGKV2-40,unassigned_transcript_427,314,89330116,89330429,NC_000002.12
IGKV2-40_1,unassigned_transcript_3964,734,438942,439675,NW_012132915.1
IGKV2-4_1,unassigned_transcript_3928,728,40477,41204,NW_012132915.1
IGKV2D-10,unassigned_transcript_459,766,90179890,90180655,NC_000002.12
IGKV2D-14,unassigned_transcript_455,766,90121787,90122552,NC_000002.12
IGKV2D-18,unassigned_transcript_450,777,90052582,90053358,NC_000002.12
IGKV2D-19,unassigned_transcript_449,267,90046806,90047072,NC_000002.12
IGKV2D-23,unassigned_transcript_445,1006,90008911,90009916,NC_000002.12
IGKV2D-24,unassigned_transcript_444,803,90004827,90005629,NC_000002.12
IGKV2D-26,unassigned_transcript_442,753,89985952,89986704,NC_000002.12
IGKV2D-28,unassigned_transcript_440,733,89960015,89960747,NC_000002.12
IGKV2D-29,unassigned_transcript_439,730,89947542,89948271,NC_000002.12
IGKV2D-30,unassigned_transcript_438,786,89936894,89937679,NC_000002.12
IGKV2D-36,unassigned_transcript_432,234,89887021,89887254,NC_000002.12
IGKV2D-38,unassigned_transcript_430,240,89872463,89872702,NC_000002.12
IGKV2D-40,unassigned_transcript_428,734,89851758,89852491,NC_000002.12
IGKV3-11,unassigned_transcript_398,514,89027171,89027684,NC_000002.12
IGKV3-11_1,unassigned_transcript_3935,514,135997,136510,NW_012132915.1
IGKV3-15,unassigned_transcript_402,514,89085177,89085690,NC_000002.12
IGKV3-15_1,unassigned_transcript_3939,514,194003,194516,NW_012132915.1
IGKV3-20,unassigned_transcript_407,535,89142574,89143108,NC_000002.12
IGKV3-20_1,unassigned_transcript_3944,535,251400,251934,NW_012132915.1
IGKV3-25,unassigned_transcript_412,1778,89192491,89194268,NC_000002.12
IGKV3-25_1,unassigned_transcript_3949,1778,301317,303094,NW_012132915.1
IGKV3-31,unassigned_transcript_418,538,89252198,89252735,NC_000002.12
IGKV3-31_1,unassigned_transcript_3955,538,361024,361561,NW_012132915.1
IGKV3-34,unassigned_transcript_421,533,89275255,89275787,NC_000002.12
IGKV3-34_1,unassigned_transcript_3958,533,384081,384613,NW_012132915.1
IGKV3-7,unassigned_transcript_394,517,88978468,88978984,NC_000002.12
IGKV3-7_1,unassigned_transcript_3931,517,87294,87810,NW_012132915.1
IGKV3D-11,unassigned_transcript_458,514,90172899,90173412,NC_000002.12
IGKV3D-15,unassigned_transcript_454,514,90114887,90115400,NC_000002.12
IGKV3D-20,unassigned_transcript_448,535,90038945,90039479,NC_000002.12
IGKV3D-25,unassigned_transcript_443,1759,89988500,89990258,NC_000002.12
IGKV3D-31,unassigned_transcript_437,538,89929702,89930239,NC_000002.12
IGKV3D-34,unassigned_transcript_434,533,89906759,89907291,NC_000002.12
IGKV3D-7,unassigned_transcript_463,532,90234837,90235368,NC_000002.12
IGKV4-1,unassigned_transcript_388,582,88885572,88886153,NC_000002.12
IGKV5-2,unassigned_transcript_389,490,88897295,88897784,NC_000002.12
IGKV5-2_1,unassigned_transcript_3926,490,6121,6610,NW_012132915.1
IGKV6-21,unassigned_transcript_408,552,89159751,89160302,NC_000002.12
IGKV6-21_1,unassigned_transcript_3945,552,268577,269128,NW_012132915.1
IGKV6D-21,unassigned_transcript_447,552,90021634,90022185,NC_000002.12
IGKV6D-41,unassigned_transcript_451,553,90069688,90070240,NC_000002.12
IGKV7-3,unassigned_transcript_390,599,88915080,88915678,NC_000002.12
IGKV7-3_1,unassigned_transcript_3927,599,23906,24504,NW_012132915.1
IGLC1,unassigned_transcript_3630,320,22895375,22895694,NC_000022.11
IGLC2,unassigned_transcript_3632,320,22900976,22901295,NC_000022.11
IGLC3,unassigned_transcript_3634,320,22906342,22906661,NC_000022.11
IGLC4,unassigned_transcript_3636,253,22910828,22911080,NC_000022.11
IGLC5,unassigned_transcript_3638,309,22915624,22915932,NC_000022.11
IGLC6,unassigned_transcript_3640,324,22919535,22919858,NC_000022.11
IGLC7,unassigned_transcript_3642,320,22922594,22922913,NC_000022.11
IGLJ1,unassigned_transcript_3629,38,22893781,22893818,NC_000022.11
IGLJ2,unassigned_transcript_3631,38,22899618,22899655,NC_000022.11
IGLJ3,unassigned_transcript_3633,38,22904988,22905025,NC_000022.11
IGLJ4,unassigned_transcript_3635,38,22910570,22910607,NC_000022.11
IGLJ5,unassigned_transcript_3637,38,22914272,22914309,NC_000022.11
IGLJ6,unassigned_transcript_3639,38,22918164,22918201,NC_000022.11
IGLJ7,unassigned_transcript_3641,38,22921398,22921435,NC_000022.11
IGLL1,NM_152855.3,7166,23573125,23580290,NC_000022.11
IGLL3P,NR_029395.1,1971,25318257,25320227,NC_000022.11
IGLL5,NM_001178126.2,8296,22887816,22896111,NC_000022.11
IGLON5,NM_001101372.3,19248,51311644,51330891,NC_000019.10
IGLV1-36,unassigned_transcript_3588,468,22431998,22432465,NC_000022.11
IGLV1-40,unassigned_transcript_3585,466,22409817,22410282,NC_000022.11
IGLV1-41,unassigned_transcript_3584,462,22404260,22404721,NC_000022.11
IGLV1-44,unassigned_transcript_3580,468,22380880,22381347,NC_000022.11
IGLV1-47,unassigned_transcript_3577,468,22357795,22358262,NC_000022.11
IGLV1-50,unassigned_transcript_3574,466,22327351,22327816,NC_000022.11
IGLV1-51,unassigned_transcript_3573,462,22322508,22322969,NC_000022.11
IGLV1-62,unassigned_transcript_3562,309,22086716,22087024,NC_000022.11
IGLV10-54,unassigned_transcript_3570,465,22214807,22215271,NC_000022.11
IGLV10-67,unassigned_transcript_3556,463,22043452,22043914,NC_000022.11
IGLV11-55,unassigned_transcript_3569,487,22201675,22202161,NC_000022.11
IGLV2-11,unassigned_transcript_3615,471,22792533,22793003,NC_000022.11
IGLV2-14,unassigned_transcript_3612,471,22758741,22759211,NC_000022.11
IGLV2-18,unassigned_transcript_3608,470,22734620,22735089,NC_000022.11
IGLV2-23,unassigned_transcript_3602,471,22697951,22698421,NC_000022.11
IGLV2-28,unassigned_transcript_3596,459,22664473,22664931,NC_000022.11
IGLV2-33,unassigned_transcript_3591,476,22588213,22588688,NC_000022.11
IGLV2-34,unassigned_transcript_3590,471,22579842,22580312,NC_000022.11
IGLV2-5,unassigned_transcript_3622,471,22856590,22857060,NC_000022.11
IGLV2-8,unassigned_transcript_3619,469,22822821,22823289,NC_000022.11
IGLV3-1,unassigned_transcript_3626,481,22880912,22881392,NC_000022.11
IGLV3-10,unassigned_transcript_3616,500,22811782,22812281,NC_000022.11
IGLV3-12,unassigned_transcript_3614,750,22771833,22772582,NC_000022.11
IGLV3-13,unassigned_transcript_3613,496,22762079,22762574,NC_000022.11
IGLV3-15,unassigned_transcript_3611,285,22755553,22755837,NC_000022.11
IGLV3-16,unassigned_transcript_3610,501,22747421,22747921,NC_000022.11
IGLV3-17,unassigned_transcript_3609,281,22738911,22739191,NC_000022.11
IGLV3-19,unassigned_transcript_3607,493,22720663,22721155,NC_000022.11
IGLV3-2,unassigned_transcript_3625,486,22873008,22873493,NC_000022.11
IGLV3-21,unassigned_transcript_3605,781,22712419,22713199,NC_000022.11
IGLV3-22,unassigned_transcript_3604,490,22704329,22704818,NC_000022.11
IGLV3-24,unassigned_transcript_3601,295,22694776,22695070,NC_000022.11
IGLV3-25,unassigned_transcript_3600,513,22686769,22687281,NC_000022.11
IGLV3-26,unassigned_transcript_3598,300,22673338,22673637,NC_000022.11
IGLV3-27,unassigned_transcript_3597,483,22668326,22668808,NC_000022.11
