gene_id,longest_refseq_transcript_id,longest_refseq_length,longest_ucsc_transcript_id,longest_ucsc_length
MIR4776-1,NR_039935.1,80,NR_039935.1,80
LOC124903352,XR_007064280.1,13173,XR_007064280.1,13173
LOC101928937,NR_110095.1,11653,NR_110095.1,11653
LOC124903890,XR_007065570.1,28617,XR_007065570.1,28617
GACAT1,NR_126370.1,68018,NR_126370.1,68018
TIMM17A,NM_006335.3,15162,NM_006335.3,15162
LOC107985176,XR_001753338.2,78185,XR_001753338.2,78185
BNIP2,NM_001368060.1,30175,NM_001320674.2,30175
SQLE,XM_011517246.3,23779,NM_003129.4,23779
LOC105378209,XR_944375.1,37122,XR_944375.1,37122
LOC112268234,XR_002958345.2,8230,XR_002958345.2,8230
KIF1B,NM_001365951.3,171034,NM_001365951.3,171034
LOC105374576,XR_940041.2,4252,XR_940041.2,4252
LOC107984716,XR_001751787.2,46156,XR_001751787.2,46156
LOC107987009,XR_001746518.2,2716,XR_001746518.2,2716
LINC01526,NR_126363.1,907,NR_126363.1,907
PTENP1,NR_023917.1,3917,NR_023917.1,3917
LOC105372740,XR_001755096.1,5443,XR_001755096.1,5443
SYNGR1,NM_004711.5,35585,NM_004711.5,35585
ATRIP,NM_130384.3,20909,NM_001271022.2,20909
WDR6,NM_001320546.3,8561,NM_018031.6,8561
LOC124903636,XR_007064964.1,16427,XR_007064964.1,16427
ACTN1,NM_001424029.1,105175,NM_001424013.1,105175
LOC105370960,XR_001751648.1,7057,XR_001751648.1,7057
LOC124900252,XM_047422518.1,5705,XM_047422518.1,5705
UICLM,NR_033841.1,12835,NR_033841.1,12835
IK,NM_006083.4,14652,NM_006083.4,14652
ZFHX4-AS1,NR_024360.1,72397,NR_024360.1,72397
TGFB2-OT1,NR_125715.1,1370,NR_125715.1,1370
HCG15,NR_135289.2,3819,NR_135289.2,3858
MAP2K2,XM_006722799.3,33802,NM_030662.4,33802
MIR4670,NR_039817.1,75,NR_039817.1,75
LOC124903946,XR_007065656.1,7243,XR_007065656.1,7243
LOC124905055,XR_007067934.1,2976,XR_007067934.1,2976
NPEPPSP1,NR_036750.2,61510,NR_036750.2,61510
EXD1,XM_047432210.1,48030,NM_001286441.2,48030
NRG4,XM_047432183.1,124199,XM_047432183.1,124199
LOC105376615,XR_931167.2,59453,XR_931167.2,59453
LOC107984487,XR_001749145.1,12430,XR_001749145.1,12430
LOC124901697,XR_007060430.1,9422,XR_007060430.1,9422
KANK3,NM_198471.3,20679,XM_006722718.5,20679
LOC105375047,XR_926774.3,28746,XR_926774.3,28746
OGFRL1,XM_047419365.1,20249,NM_024576.5,20249
BAGE2,NR_169269.1,104778,NR_169270.1,104778
LOC105379385,NR_186440.1,69001,NR_186441.1,69001
EIF4E2,NM_001282958.2,32956,NM_001276337.2,32956
LOC105378283,XR_001747443.2,33026,XR_001747443.2,33026
PPFIA3,XR_007067023.1,31483,XM_017027407.2,31483
SCN9A,XM_011511618.3,180803,XM_011511619.3,180803
MCOLN1,NM_020533.3,11386,NM_020533.3,11386
MIR5739,NR_106713.1,80,NR_106713.1,80
LOC105378617,XR_001737960.1,36983,XR_001737960.1,36983
MIR6863,NR_106923.1,90,NR_106923.1,90
CYP2J2,XM_047447499.1,75905,XM_047447499.1,75905
LOC105379540,XR_951353.1,6240,XR_951353.1,6240
BFAR,NM_016561.3,36286,NM_001330500.2,36288
LOC124903866,XR_007065519.1,1259,XR_007065519.1,1259
PTGR3,NM_175907.6,14027,NM_175907.6,14027
CCL20,NM_004591.3,3715,NM_001130046.2,3715
SMC6,XM_017004916.3,89999,XM_047445833.1,89999
OLMALINC,NR_026762.1,14779,NR_026762.1,14779
LOC105370675,XR_944225.3,1057,XR_944225.3,1057
DIS3L-AS1,NR_183867.1,15005,NR_183866.1,15005
LINC02348,NR_147041.1,11554,NR_147041.1,11554
CLMP,NM_024769.5,125377,NM_024769.5,125377
ACTR1A,XM_047424427.1,23484,NM_005736.4,23484
KDM6A,NR_111960.2,239592,NM_001291421.2,239592
ICE2,NR_147171.2,59534,XM_017022569.3,59534
MIR512-1,NR_030180.1,84,NR_030180.1,84
CARD19,NR_160511.1,17067,NM_001318011.2,17067
LINC02371,NR_186579.1,6588,NR_186579.1,6588
SLC32A1,NM_080552.3,4887,NM_080552.3,4887
PHKA2-AS1,NR_029379.1,4680,NR_029379.1,4680
DPYSL2,NM_001197293.3,144145,NM_001197293.3,144145
RNF128,NM_024539.3,103179,NM_024539.3,103179
CTNNA2,NM_001399737.1,1463404,NM_001399737.1,1463404
ANKRD55,NM_024669.3,133651,NM_024669.3,133651
CDH18-AS1,NR_146519.1,26896,NR_146519.1,26896
AMN,NM_001425246.1,8180,NM_030943.4,8180
GIMAP1-GIMAP5,NM_001199577.2,27034,NM_001303630.2,27034
LRRC72,XM_011515057.2,54744,NM_001195280.2,54744
LOC102723819,XR_429957.3,12430,XR_429957.3,12430
LOC124900658,XR_007058013.1,1584,XR_007058013.1,1584
GUCA2B,NM_007102.3,2411,NM_007102.3,2411
ACSM6,NM_207321.3,34692,NM_207321.3,34692
ZNF226,XR_007066992.1,34391,XR_007066998.1,34391
LOC105373281,XR_949164.2,29833,XR_949164.2,29833
MGAT4D,XM_011531665.4,56032,XM_011531652.3,56032
EEF2K,NM_013302.5,82461,NM_013302.5,82461
NRXN1,NM_001330096.2,1113630,NM_001135659.3,1113630
OR13C3,NM_001001961.3,1108,NM_001001961.3,1108
PLPP6,NM_203453.5,2965,NM_203453.5,2965
LOC124900477,XR_007068065.1,4319,XR_007068065.1,4319
PMPCB,XM_047421050.1,50108,XM_047421050.1,50108
RBM38,XM_011528885.4,17938,NM_183425.3,17938
RAD23B,NM_002874.5,48911,NM_002874.5,48911
LOC107984599,XR_001749779.2,29408,XR_001749779.2,29408
MS4A6A,NM_152852.3,13060,NM_152852.3,13060
GPR176,XM_017021878.3,121259,NM_001271854.2,121259
PTPRN2,XM_047420678.1,1048768,NM_002847.5,1048768
LRRC37A,XM_047437205.1,89751,XM_054328599.1,125845
MIR20B,NR_029950.1,69,NR_029950.1,69
PANK2,NM_024960.6,41107,NM_024960.6,41107
LOC105370614,XR_007064296.1,14636,XR_007064296.1,14636
OR5AP2,NM_001002925.1,951,NM_001002925.1,951
MAGEB4,NM_002367.4,2188,NM_002367.4,2188
ZYX,NM_003461.5,9767,XM_047420817.1,9767
LIMS2,NM_001161404.2,43361,NM_001161404.2,43361
NSG1,NM_001287763.2,32527,NM_001287764.2,32527
LINC00376,NR_126409.1,144994,NR_126409.1,144994
LOC124900684,XR_007058083.1,10851,XR_007058083.1,10851
LOC124904662,XR_007067165.1,908,XR_007067165.1,908
NRIP3-DT,NR_183663.1,63704,NR_183663.1,63704
SNHG19,NR_132114.1,577,NR_132114.1,577
LOC105378772,XR_947458.3,1079,XR_947458.3,1079
LOC107985072,XR_001752886.2,55255,XR_001756527.2,55382
NIBAN3,NM_173544.5,30543,NM_173544.5,30543
COA3,NM_001040431.3,1080,NM_001040431.3,1080
FCGR2B,NR_169827.1,31412,NM_001386002.1,31412
CLIP2,NM_003388.5,116529,NM_032421.3,116529
TRADD,NM_003789.4,5725,NM_001323552.2,5725
LOC124901686,XR_007060403.1,5679,XR_007060403.1,5679
DHH,NM_021044.4,8146,NM_021044.4,8146
LOC124905540,XM_047443256.1,6346,XM_047443256.1,6346
RAB28,NM_001017979.3,116617,NM_001159601.2,116617
MIR3680-1,NR_037451.1,87,NR_037451.1,87
PTCHD4,XM_011514639.3,254525,XM_047418830.1,254525
RERE,NM_001042681.2,465237,NM_012102.4,465237
BDH1,NM_203315.3,63561,XM_047448680.1,63561
LOC124901701,XR_007060441.1,8275,XR_007060441.1,8275
RASSF3-DT,NR_187549.1,10389,NR_187549.1,10389
PRR29,NM_001164257.2,5955,XM_011525469.2,5955
TAFA2,XM_024448962.2,551762,XM_024448962.2,551762
KRT40,NM_182497.4,9421,NM_182497.4,9421
LOC105378358,XR_007062193.1,4305,XR_001747499.3,4305
LOC124904408,XR_007066580.1,4865,XR_007066580.1,4865
RCN2,NM_001271837.2,22645,NM_002902.3,22645
LINC00609,NR_073454.1,94862,NR_073454.1,94862
KIF26A-DT,NR_158217.1,3847,NR_158217.1,3847
MIR548G,NR_031662.1,89,NR_031662.1,89
ZMAT3,NM_001375827.1,55291,NM_001375828.1,55291
CHST6,NR_163481.1,23400,NR_163480.1,23400
LOC105372028,NR_134604.1,40865,NR_134604.1,40865
LOC105370080,XR_001749399.2,6157,XR_001749401.2,6157
NPIPB7,NM_001396030.1,16008,NM_001396030.1,16008
KLHL10,NM_001329595.1,12684,NM_001329595.1,12684
LRG1,NM_052972.3,3635,NM_052972.3,3635
LOC105369704,NR_188068.1,2727,NR_188068.1,2727
NARF-AS2,NR_184098.1,5334,NR_184099.1,5334
KCNA4,NM_002233.4,7301,NM_002233.4,7301
LOC101926968,NR_135573.1,2390,NR_135573.1,2390
LOC105370480,XR_943827.3,4295,XR_943827.3,4295
FLOT1,XM_006714947.4,14979,NM_005803.4,14989
GJC3,XM_047420329.1,7482,XM_047420329.1,7482
ULK4P3,NR_026859.1,28017,NR_026859.1,28017
ERCC3,NM_000122.2,36855,NM_001303418.2,36855
SNORA21B,NR_145761.1,135,NR_145761.1,135
LOC107986025,XR_001740496.3,5624,XR_001740496.3,5624
GPR152,NM_206997.1,1429,NM_206997.1,1429
ANO4,XM_011537912.3,411381,XM_047428306.1,411381
LINC02472,NR_146996.1,6871,NR_146996.1,6871
RNF213,NM_001256071.3,137943,XM_047436482.1,137943
ZMYM3,XM_047442633.1,15667,XM_005262309.5,15667
RTL5,NM_001024455.4,4806,NM_001405151.1,4806
TBPL1,NM_001253676.2,38259,NM_001253676.2,38259
XRCC3,NM_001100118.2,17835,XM_047431766.1,17835
PLAGL1,NM_001289038.2,124300,NM_001080951.3,124300
LOC101927454,XR_923737.2,1310,XR_923737.2,1310
LINC00928,NR_027076.1,19105,NR_027075.1,19105
LOC101927539,NR_110807.1,7549,NR_110807.1,7549
LOC107986993,XR_007061509.1,11905,XR_007061509.1,11905
CABLES2,NM_031215.3,18652,NM_031215.3,18652
LOC124902264,XR_007061758.1,2326,XR_007061758.1,2326
LOC105372760,XR_937632.3,55507,XR_937632.3,55507
MIR6715A,NR_106771.1,79,NR_106771.1,79
HERC2P10,NR_072991.1,9748,NR_072991.1,9748
FAM13C,XM_006717702.4,117053,XM_006717702.4,117053
KATNB1,NM_005886.3,21475,NM_005886.3,21475
LOC124905188,XR_007068231.1,8354,XR_007068231.1,8354
MIR3182,NR_036147.1,63,NR_036147.1,63
UBR1,NM_174916.3,163142,NM_174916.3,163142
E2F3-IT1,NR_046776.1,2358,NR_046776.1,2358
UBL4B,NM_203412.2,1505,NM_203412.2,1505
CSNK1G1,NM_001329606.2,190649,NM_001329605.2,190649
LOC124907856,XR_007087134.1,1628,XR_007087134.1,1628
LOC105372473,XR_001754023.3,38797,XR_936110.4,38797
LOC105370092,XM_047429966.1,13510,XM_047429966.1,13510
LINC02050,NR_147143.1,24492,NR_147144.1,24492
CNGA3,XM_011510554.3,52146,NM_001079878.2,52146
ACSL3-AS1,XR_923949.3,2948,XR_923949.3,2948
EFL1P1,NR_036652.1,46415,NR_036652.1,46415
RAB11B,NM_004218.4,14075,NM_004218.4,14075
NAA16,NM_024561.5,65764,XM_006719866.4,65764
LOC124902680,XR_007062696.1,5953,XR_007062696.1,5953
MIR4668,NR_039814.1,70,NR_039814.1,70
MIR7158,NR_106980.1,71,NR_106980.1,71
ZBTB20-AS3,NR_126422.1,3482,NR_126422.1,3482
ZDHHC2,XM_011544544.4,68318,NM_016353.5,68318
LOC102723475,NM_001369869.1,12956,NM_001330065.1,12956
LINC01702,XR_007066158.1,9967,XR_007066159.1,9967
LOC124905234,XR_007068364.1,23493,XR_007068364.1,23493
TLE5,XM_006722664.2,10057,NM_198969.1,10057
MUC5AC,NM_001304359.2,43186,NM_001304359.2,43196
SMIM1,XM_047420003.1,3208,NM_001379691.1,3208
IL19,NM_153758.5,72209,NM_001393490.1,72209
LINC03068,NR_184030.1,12221,NR_184029.1,12221
KDM1B,XM_017010440.3,68433,XM_047418367.1,68433
KIF27,NM_001271927.3,87334,XM_047423570.1,87334
LOC105378536,XR_946428.3,16068,XR_953253.3,21604
LOC105369690,XR_931423.4,18755,XR_931423.4,18755
KAT6A,NM_006766.5,122509,NM_006766.5,122509
KIR3DX1,NR_026716.2,13077,NR_104096.1,13142
LOC124904384,XR_007066496.1,6493,XR_007066496.1,6493
PCYT1A,NM_001312673.2,53359,NM_005017.4,53359
LOC105375384,XR_927722.3,5037,XR_927722.3,5037
LOC100533997,NM_001204811.3,24529,NM_001204811.3,24529
LINC02952,NR_186235.1,9410,NR_186235.1,9410
LOC105378998,XR_948374.3,14729,XR_948374.3,14729
LOC124905302,XR_007068455.1,6861,XR_007068455.1,6861
NIPAL1,NM_207330.3,23402,XM_017007784.2,23402
IL36A,XM_011510965.2,5614,XM_011510965.2,5614
FOXL3,NM_001374838.1,1319,NM_001374838.1,1319
SDSL,NM_138432.4,15897,NM_001304993.2,15897
ST8SIA2,NM_006011.4,74848,NM_001330416.2,74848
HIP1R,NM_003959.3,27505,NM_003959.3,27505
RREB1,NM_001168344.2,144238,NM_001168344.2,144238
SUCLG1,NM_003849.4,35753,NM_003849.4,35753
LINC02068,NR_146714.1,34707,NR_146714.1,34707
MIR124-3,NR_029670.1,87,NR_029670.1,87
LOC124903745,XR_007065166.1,987,XR_007065166.1,987
CDC25B,NR_136336.2,19165,NM_001287517.2,19165
LOC105373579,XR_923251.3,33603,XR_923251.3,33603
NRDE2,NM_017970.4,64082,NM_017970.4,64082
LINC01544,NR_103449.1,6520,NR_103449.1,6520
LINC01739,NR_146606.1,11975,NR_146606.1,11975
AP5B1,NM_138368.5,7079,NM_138368.5,7079
LOC105379127,XR_948680.3,37837,XR_948680.3,37837
ESPNL,NM_194312.4,32948,NM_194312.4,32948
LOC124901292,XR_007059535.1,1602,XR_007059535.1,1602
ERFL,NM_001365103.2,20746,NM_001365103.2,20746
LOC107985048,XR_001752952.2,6455,XR_001752952.2,6455
GK5,NR_033289.2,68059,NM_001039547.3,68059
LOC105375404,XR_007060433.1,34852,XR_007060433.1,34852
LOC124904683,XR_007067215.1,41102,XR_007067215.1,41102
MIR6868,NR_106928.1,58,NR_106928.1,58
SEC62,XM_047448819.1,31567,NM_003262.4,31567
LINC02963,NR_185896.1,28175,NR_185896.1,28175
ANOS1,NM_000216.4,203264,NM_000216.4,203264
LOC105376698,XR_931974.3,2968,XR_931974.3,2968
PHOX2A,NM_005169.4,5100,NM_001425098.1,5100
LINC02404,XR_945201.2,5365,XR_945201.2,5365
LOC105376306,NR_135119.1,2271,NR_135119.1,2271
SMIM10L2B-AS1,NR_103770.1,2981,NR_103770.1,2981
TRIM58,NM_015431.4,22952,NM_015431.4,22952
OCRL,NM_001318784.2,52298,NM_001587.4,52298
DSTYK,XM_047417152.1,69198,NM_015375.3,69198
PARD3,NM_001184790.2,705736,NM_019619.4,705736
ZC3H12C,NM_033390.2,78450,NM_033390.2,78450
PSMD6-AS2,NR_038286.1,8222,NR_038286.1,8222
LOC124900295,XR_007062401.1,78,XR_007062401.1,78
LOC105378999,XR_948375.2,3898,XR_948375.2,3898
MCPH1,NM_001322042.2,241882,NM_001363980.2,241882
LOC124905426,XR_007069049.1,119,XR_007069049.1,119
LINC02366,NR_120463.1,27218,NR_120463.1,27218
LOC105377875,XR_942738.4,10879,XR_001756932.3,10924
LOC124905261,XR_007068415.1,14726,XR_007068415.1,14726
LOC107984990,XR_001752823.2,1401,XR_001752823.2,1401
ATP1A1-AS1,NR_027646.1,25758,NR_027646.1,25758
DPH2,NM_001319170.2,3360,NM_001319168.2,3360
SNORA91,NR_132773.1,178,NR_132773.1,178
LOC105377861,XR_942697.3,32911,XR_942697.3,32911
MIR1302-1,NR_031631.1,143,NR_031631.1,143
LOC112268080,XM_024448785.2,1233,XM_024448785.2,1233
LOC105371675,XR_007066779.1,25964,XR_922396.3,26023
PUS1,NM_025215.6,16621,NM_001002020.3,16621
LOC124901959,XR_007060960.1,9513,XR_007060960.1,9513
LOC124900781,XR_007058275.1,6541,XR_007058276.1,6541
ATF7IP2,NR_147927.2,97578,NM_024997.5,97578
CATSPER2P1,NR_002318.2,10365,NR_002318.2,10365
LOC124904070,XR_007065927.1,1684,XR_007065927.1,1684
PSMB10,NM_002801.4,2345,NM_002801.4,2345
LOC124901316,XR_007059577.1,6991,XR_007059577.1,6991
LOC105379012,XR_948411.3,29314,XR_948411.3,29314
LOC107986734,XR_001745010.1,14063,XR_001745010.1,14063
LOC124901283,XR_007059516.1,2382,XR_007059516.1,2382
SPG7,NM_001363850.1,49381,NM_001363850.1,49381
ABCF2,NM_007189.3,15722,NM_007189.3,15722
LOC105372236,XR_936233.3,4748,XR_936233.3,4748
PYDC5,NM_001320010.2,2781,NM_001320010.2,2781
DEFB136,NM_001033018.2,663,NM_001033018.2,663
ZMYND10,XM_005265216.4,4621,NM_015896.4,4621
HES7,XM_047436941.1,6043,XM_047436941.1,6043
MTMR2,NM_016156.6,91228,NM_001243571.2,91228
CCNK,XM_047431839.1,31032,NM_001099402.2,31032
SEC16B,NM_001390835.1,55497,NM_001390835.1,55497
LOC124902625,XR_007062574.1,13558,XR_007062574.1,13558
LOC105379505,XR_951148.2,3005,XR_951148.2,3005
LOC124904629,XR_007067120.1,1406,XR_007067120.1,1406
LOC107985177,XR_001753505.2,13279,XR_001753505.2,13279
MIR6833,NR_106891.1,61,NR_106891.1,61
ZBTB46-AS1,NR_110081.1,14940,NR_110081.1,14940
LOC124905139,XM_047441698.1,474,XM_047441698.1,474
HPCAL4,NM_001282397.2,12786,NM_001282396.2,12786
LOC105375937,XR_929129.4,39068,XR_929129.4,39068
UBR5,NM_001282873.2,160428,NM_015902.6,160428
LOC124904234,XR_007066262.1,1356,XR_007066262.1,1356
LOC124902744,XR_007062874.1,24902,XR_007062874.1,24902
BAAT,NM_001701.4,24590,NM_001701.4,24590
PTGER3,NR_028293.2,195459,NM_198714.2,195459
CDKN2C,NM_001429675.1,13890,NM_001429675.1,13890
TMEM269,NM_001354602.2,15837,NM_001354602.2,15837
IQCH-AS1,NR_040051.1,118234,NR_040052.1,118234
LOC105379007,XR_948392.3,38941,XR_002956213.2,38941
LOC107987025,XM_047424315.1,5599,XM_047424315.1,5599
CMPK1,NR_046394.2,45050,NM_001136140.2,45050
C20orf141,NM_001256538.2,844,NM_001256538.2,844
NCOA4,NM_001145263.2,25536,NM_001145260.2,25536
MIR548AL,NR_039710.1,97,NR_039710.1,97
LOC105372758,XR_937627.3,5474,XR_937627.3,5474
LOC107986965,XR_001746031.1,18170,XR_001746031.1,18170
MACO1,NM_018202.6,69313,NM_001282564.2,69313
LOC105372112,XR_007066363.1,127792,XR_007066363.1,127792
LY6G5B,NM_021221.3,3571,NM_021221.3,3571
SURF1,NM_003172.4,4730,NM_003172.4,4730
MIR1269B,NR_039747.1,75,NR_039747.1,75
HMGB4,NM_145205.6,4317,NM_145205.6,4317
NDUFS8,NM_002496.4,5964,NM_002496.4,5964
LOC124902839,XR_007063022.1,109,XR_007063022.1,109
MIR519C,NR_030188.1,87,NR_030188.1,87
LOC105372544,XR_937289.1,74761,XR_937289.1,74761
TMEM156,XM_047416190.1,65666,XM_047416193.1,65666
LOC107987099,NR_171889.1,11320,NR_171889.1,11320
UBALD1,NM_001330467.2,6005,NM_001411032.1,6005
ITGA2,NR_073105.2,105428,NM_002203.4,105428
HSD17B1,NR_144397.2,2292,NM_000413.4,2292
LOC124900470,XR_007067942.1,135,XR_007067942.1,135
IGFBP7,NM_001553.3,79613,NM_001553.3,79613
LOC124903132,XR_007063714.1,23441,XR_007063714.1,23441
LOC105375035,XR_926747.3,23711,XR_926747.3,23711
PLEKHS1,NM_001193434.2,31748,XM_005270163.3,31748
OR10W1,NM_207374.3,1469,NM_207374.3,1469
IGLL5,NM_001178126.2,8296,NM_001256296.2,8296
LOC105378552,NR_188215.1,12996,NR_188215.1,12996
GTF2IP23,NR_135738.1,36824,NR_135738.1,36824
MIR4418,NR_039613.1,62,NR_039613.1,62
PCDHB7,NM_018940.4,3740,NM_018940.4,3740
LOC100507334,NR_037626.1,20922,NR_037626.1,20922
LOC124903791,XR_007065236.1,104,XR_007065236.1,104
DUSP5,NM_004419.4,13627,NM_004419.4,13627
RPS16,NM_001321111.2,2813,NM_001363860.2,2813
P2RY6,NM_176796.3,34120,XM_011545079.3,34120
PRKCQ-AS1,NR_036502.1,4937,NR_036503.1,4937
LOC101929898,XR_925675.4,5308,XR_925675.4,5308
USP39,NR_046347.2,46423,XM_006711922.3,46423
MEFV,NM_001198536.2,14607,NM_000243.3,14607
LOC105377310,XR_007058164.1,14337,XR_007058164.1,14337
LOC124905598,XR_007069473.1,19507,XR_007069473.1,19507
MIR4729,NR_039882.1,72,NR_039882.1,72
ROS1,XM_017011173.2,138590,XM_011536049.3,138590
LOC124900277,XR_007061911.1,134,XR_007061911.1,134
MARCHF11-AS1,XR_001742612.2,12598,XR_001742612.2,12598
NUP133-DT,NR_110630.1,5658,NR_110630.1,5658
CD69,NM_001781.2,8416,NM_001781.2,8416
GSTA4,XM_011514534.4,17332,XM_005249035.5,17332
MRPL28,NM_006428.5,3570,XM_005255041.3,3570
KBTBD6-DT,NR_120423.1,103759,NR_120423.1,103759
LOC105373437,XR_922813.1,45933,XR_922813.1,45933
SLC1A1,XM_011518007.2,97002,XM_011518010.2,97002
SMG1,XM_047433796.1,121549,XM_005255183.5,121549
PHLDB1,NM_015157.4,51593,XM_011542709.3,51593
LOC105376250,XR_930305.2,100071,XR_930305.2,100071
PERM1,NM_001291366.2,6896,NM_001369897.1,6896
PITPNM2,XM_047429206.1,168369,XM_047429202.1,168369
LOC124902913,XR_007063269.1,25784,XR_007063269.1,25784
NMBR,NM_001324308.2,72639,NM_001324307.2,72639
DYNC1H1,NM_001376.5,91871,NM_001376.5,91871
CT45A1,XM_011531352.2,14831,XM_011531352.2,14831
LINC01993,NR_073178.1,17144,NR_073178.1,17144
MIR2052HG,NR_197229.1,158594,NR_197229.1,158594
PIK3CB,XM_047448312.1,182231,XM_047448308.1,182231
ARGFXP2,NR_002222.1,1215,NR_002222.1,1215
LOC107985957,XR_001739759.2,65994,XR_001739759.2,65994
LOC124904125,XR_007066003.1,105,XR_007066003.1,105
ZFX-AS1,NR_046657.1,3430,NR_046657.1,3430
CCDC191,XM_011513052.3,92477,XM_047448641.1,92477
LETR1,NR_034095.1,47813,NR_034095.1,47813
LOC124904588,XM_047439568.1,43053,XM_047439568.1,43053
LOC124903227,XR_007063894.1,3134,XR_007063894.1,3134
SNORA107,NR_132852.1,125,NR_132852.1,125
LOC105373771,XR_923638.3,3683,XR_923638.3,3683
LOC124901418,XM_047419641.1,1457,XM_047419641.1,1457
LOC105369334,XR_950178.3,5510,XR_950178.3,5510
LINC01620,NR_132343.1,13361,NR_132343.1,13361
LOC105372708,XR_936966.4,5013,XR_936966.4,5013
LOC105370495,XR_007064165.1,8405,XR_007064165.1,8405
LOC124903662,XR_007065024.1,8161,XR_007065024.1,8161
OR9K2,NM_001005243.2,6345,NM_001005243.2,6345
FSIP2,XM_047444333.1,96157,XM_047444333.1,96157
LOC105372399,XR_935966.3,8228,XR_935966.3,8228
GJD4,NM_153368.3,3595,NM_153368.3,3595
PLBD2,NM_173542.4,33043,XM_017018977.2,33043
SEC61G,NM_001012456.2,6959,NM_014302.4,6959
CHPF,NM_024536.6,4856,NM_024536.6,4856
LOC105372932,XR_922621.2,166214,XR_922621.2,166214
LOC107987246,XR_001752818.1,3936,XR_001752818.1,3936
FGF13,NM_001139498.2,590297,NM_001139501.2,590297
MIR6861,NR_106921.1,64,NR_106921.1,64
UGT2B4,NM_001297616.2,45850,NM_001297616.2,45850
TMEM244,NM_001010876.2,30072,NM_001010876.2,30072
MMP23A,NR_002946.1,1870,NR_002946.1,1870
PKP4,NM_001377220.1,224478,NM_001377225.1,224478
BZW1-AS1,NR_110275.1,31676,NR_110275.1,31676
STK35,NM_080836.4,46729,XM_011529174.4,46729
PDZRN4,NM_001164595.2,386426,NM_001164595.2,386426
BARHL2,NM_020063.2,5764,NM_020063.2,5764
TRIM62,NM_018207.3,36645,NM_018207.3,36645
LOC105369716,XR_931477.2,17067,XR_931477.2,17067
LOC124903046,XR_007063510.1,4522,XR_007063510.1,4522
NKX2-8,NM_014360.4,2611,NM_014360.4,2611
FRG2B,NM_001080998.2,2901,NM_001080998.2,2901
SNORD115-42,NR_003357.1,82,NR_003357.1,82
LOC124900598,XR_008485587.1,19514,XR_008485587.1,19514
MIR106A,NR_029523.1,81,NR_029523.1,81
LOC105376472,XR_930785.3,6469,XR_930785.3,6469
LMO1,NM_001270428.2,44479,NM_001270428.2,44479
MTVR2,NR_027025.1,812,NR_027025.1,812
LINC03084,NR_187537.1,45936,NR_187537.1,45936
LINC01885,NR_183423.1,159884,NR_183423.1,159884
LOC128031837,NM_001414739.1,159,NM_001414739.1,159
LOC124904762,XR_007067330.1,1823,XR_007067330.1,1823
CDS2,NM_003818.4,70880,NM_003818.4,70880
GDPD4,XM_011544834.1,85142,XM_011544834.1,85142
MKLN1-AS,NR_125364.1,18036,NR_125364.1,18036
LOC101929201,XR_007058838.1,15746,XR_007058838.1,15746
LOC124904196,XR_007066156.1,18881,XR_007066156.1,18881
GYG2P1,NR_033667.1,15475,NR_033667.1,15475
C3orf52,XR_924171.4,49993,XR_007095726.1,49993
LOC124903383,XR_007064336.1,7183,XR_007064336.1,7183
PCDHGA3,NM_018916.4,169147,NM_018916.4,169147
LOC101928816,XR_427235.4,71871,XR_427235.4,71871
EPN2-IT1,NR_046824.1,2996,NR_046824.1,2996
NUAK1,NM_014840.3,75610,NM_014840.3,75610
LOC124904352,XR_007066457.1,12604,XR_007066457.1,12604
USP17L2,NM_201402.3,2415,NM_201402.3,2415
C6orf226,NM_001008739.2,557,NM_001008739.2,557
LOC105373897,XR_923939.2,23010,XR_923939.2,23010
EIF4G3,XM_047433321.1,370606,XM_011542370.3,370606
LOC105375690,NR_145698.1,20631,NR_145698.1,20631
LOC124902956,XR_007063353.1,22124,XR_007063353.1,22124
SNORD116-16,NR_003331.2,94,NR_003331.2,94
LOC105377448,NR_133945.1,192690,NR_133945.1,192690
RPL7L1,NR_134562.3,10285,NM_198486.5,10285
DIAPH3,NM_001258368.2,498346,NM_001042517.2,498346
LOC101927385,XR_001749966.2,55360,XR_001749966.2,55360
SNORD50A,NR_002743.2,75,NR_002743.2,75
LOC105371799,XR_951549.1,11508,XR_951550.1,11508
KBTBD12,NM_001370224.1,72446,NM_001370224.1,72446
RPP38,XM_017015479.3,6903,XM_006717364.5,6903
LOC105379381,XR_949686.3,7280,XR_949686.3,7280
ECHDC2,NM_001198962.1,25865,NM_001198962.1,25865
LOC124903689,XR_007065068.1,26409,XR_007065068.1,26409
LOC105373718,XR_923526.3,93832,XR_923526.3,93832
SCARNA11,NR_003012.1,137,NR_003012.1,137
CCT5,NM_001306153.1,16492,NM_001306153.1,16492
HDGFL1,NM_138574.4,2101,NM_138574.4,2101
KDM3B,XM_047417313.1,84343,XM_005272018.5,84343
ACOT1,XM_017021590.2,52864,XM_017021590.2,52864
LOC124907725,XR_007086195.1,4549,XR_007086195.1,4549
AASDHPPT,NM_015423.3,21034,NM_015423.3,21034
CCDC157,XM_011530263.4,22050,XM_024452259.2,22050
LOC124905358,XR_007068648.1,1252,XR_007068648.1,1252
LINC02147,NR_104997.1,535702,NR_104997.1,535702
TAGAP,NM_152133.3,10511,NM_054114.5,10511
LOC105369161,XR_938320.3,14167,XR_938320.3,14167
MMP16,NM_005941.5,295473,NM_005941.5,295473
